"","Final.Ranking.Matrix.alternative","Final.Ranking.Matrix.ranking"
"1","112",1
"2","130",2
"3","162",3
"4","180",4
"5","106",5
"6","152",6
"7","153",7
"8","110",8
"9","104",9
"10","150",10
"11","108",11
"12","148",11
"13","174",12
"14","188",12
"15","102",13
"16","138",14
"17","160",15
"18","122",16
"20","164",17
"19","146",17
"21","178",18
"22","168",19
"23","186",19
"24","136",20
"26","190",21
"27","132",22
"28","140",23
"29","166",24
"30","192",24
"31","158",25
"32","172",25
"36","116",26
"25","126",26
"33","118",27
"34","128",27
"35","114",28
"37","134",29
"42","156",29
"38","170",29
"43","101",29
"39","144",29
"41","142",29
"44","124",30
"40","198",30
"45","176",31
"46","184",32
"49","113",32
"47","120",32
"50","163",32
"51","175",33
"48","182",33
"52","105",34
"55","103",35
"57","111",35
"59","187",36
"54","194",36
"56","109",37
"58","117",37
"61","119",37
"63","139",37
"65","157",37
"53","147",37
"66","161",37
"67","177",37
"60","107",38
"62","121",38
"64","149",39
"70","80",39
"68","191",39
"72","171",40
"69","165",40
"79","196",40
"74","94",40
"78","155",41
"73","123",41
"71","127",41
"77","151",42
"80","167",42
"83","66",43
"75","125",43
"76","145",43
"81","141",44
"82","169",44
"84","129",45
"85","137",45
"86","2",45
"87","189",46
"88","143",47
"89","159",48
"91","183",49
"93","200",49
"94","6",50
"92","135",50
"90","133",50
"97","181",50
"95","131",50
"96","195",50
"99","12",50
"98","197",50
"101","78",51
"100","54",52
"103","185",53
"102","36",53
"104","34",54
"110","8",54
"106","100",55
"109","4",56
"111","88",56
"107","115",57
"108","28",58
"116","52",58
"113","84",58
"114","30",59
"117","96",59
"118","98",60
"112","18",60
"124","56",60
"115","86",60
"121","173",61
"122","26",61
"126","42",61
"129","76",61
"131","92",61
"105","179",61
"119","16",62
"133","14",62
"125","40",62
"127","48",62
"128","74",62
"130","90",62
"132","10",63
"134","22",63
"123","32",63
"135","38",63
"136","46",63
"138","62",63
"139","64",63
"137","60",64
"145","72",65
"120","24",65
"141","50",65
"142","58",65
"146","82",65
"143","68",66
"144","70",67
"140","20",68
"154","193",69
"169","44",69
"155","199",70
"184","7",71
"187","75",72
"190","81",72
"147","1",73
"171","47",73
"175","53",74
"151","154",75
"161","3",76
"174","51",76
"164","35",77
"188","77",78
"173","5",79
"182","67",79
"149","13",80
"179","61",80
"162","31",81
"198","95",82
"159","27",83
"183","69",84
"186","73",85
"195","9",85
"180","63",86
"156","21",87
"167","41",87
"170","45",87
"185","71",87
"191","83",87
"150","15",88
"160","29",88
"199","97",88
"177","57",89
"192","85",89
"200","99",89
"166","39",90
"163","33",91
"178","59",92
"197","93",92
"148","11",93
"181","65",94
"152","17",95
"157","23",96
"168","43",97
"196","91",97
"153","19",98
"189","79",98
"194","89",99
"158","25",100
"165","37",101
"172","49",102
"193","87",103
"176","55",104
