"","Final.Ranking.Matrix.alternative","Final.Ranking.Matrix.ranking"
"1","191",1
"2","195",2
"3","105",3
"4","109",4
"5","101",5
"6","107",5
"7","121",5
"8","175",6
"9","123",7
"10","113",8
"11","129",8
"12","137",9
"13","141",9
"14","189",10
"15","169",11
"16","135",12
"17","111",13
"18","117",13
"19","119",13
"20","147",14
"23","151",15
"21","181",15
"22","103",16
"24","157",16
"25","145",17
"26","185",18
"29","165",18
"30","125",19
"27","171",19
"28","177",19
"31","149",20
"32","161",20
"33","173",21
"34","183",22
"35","163",23
"36","127",24
"37","131",24
"38","153",24
"39","139",25
"40","187",25
"41","143",26
"42","155",27
"43","159",27
"45","197",28
"49","110",29
"48","115",29
"44","167",29
"52","126",29
"55","104",29
"56","108",29
"57","112",29
"47","179",29
"50","199",30
"53","144",31
"46","133",31
"63","190",31
"64","192",31
"61","176",32
"54","102",33
"58","130",33
"59","138",33
"60","174",33
"78","193",33
"70","152",34
"72","162",34
"62","186",34
"77","188",34
"67","140",35
"51","116",35
"68","148",35
"71","156",36
"69","150",37
"79","196",37
"65","106",38
"76","180",39
"80","136",39
"81","146",40
"82","168",40
"66","122",40
"73","164",40
"75","178",40
"84","118",40
"85","128",40
"74","172",40
"88","134",40
"87","114",41
"86","158",41
"89","124",42
"83","182",42
"93","198",42
"94","71",43
"91","132",43
"90","142",43
"96","166",43
"97","51",43
"95","83",43
"98","1",44
"99","160",44
"92","184",44
"100","170",45
"101","3",45
"102","67",46
"103","77",47
"104","194",48
"105","47",49
"106","59",50
"108","120",51
"107","95",51
"111","73",51
"113","93",51
"112","91",52
"114","7",53
"115","97",54
"116","53",55
"109","61",55
"119","85",55
"120","13",56
"121","33",57
"110","69",57
"117","35",58
"118","75",58
"122","89",59
"129","15",59
"136","21",59
"159","45",59
"126","11",60
"138","23",60
"140","25",60
"142","27",60
"144","29",60
"146","31",60
"150","37",60
"152","39",60
"155","41",60
"157","43",60
"162","49",60
"163","5",60
"169","57",60
"184","79",60
"187","81",60
"191","87",60
"199","99",60
"133","19",61
"167","55",61
"174","63",61
"193","9",61
"131","17",62
"123","200",62
"176","65",62
"189","84",63
"149","36",64
"153","4",64
"186","80",65
"177","66",66
"182","76",66
"185","8",66
"192","88",66
"145","30",67
"183","78",67
"127","12",68
"148","34",68
"134","2",69
"161","48",69
"166","54",69
"178","68",69
"181","74",69
"143","28",70
"125","100",71
"154","40",71
"171","6",72
"196","94",72
"168","56",73
"172","60",73
"180","72",73
"128","14",74
"132","18",74
"141","26",75
"151","38",75
"165","52",75
"195","92",75
"197","96",75
"194","90",76
"198","98",76
"130","16",77
"175","64",78
"147","32",79
"156","42",79
"158","44",79
"179","70",79
"160","46",80
"173","62",81
"190","86",81
"188","82",82
"124","10",83
"137","22",83
"139","24",83
"135","20",84
"200","154",84
"164","50",85
"170","58",85
