"","Final.Ranking.Matrix.alternative","Final.Ranking.Matrix.ranking"
"1","101",1
"2","163",2
"3","153",3
"4","175",3
"5","113",4
"6","180",5
"7","105",6
"8","119",6
"9","117",7
"10","147",7
"11","181",7
"12","103",8
"13","187",9
"15","112",10
"16","139",11
"17","167",12
"18","177",13
"19","111",14
"20","107",15
"21","169",16
"22","109",17
"23","157",17
"24","165",18
"25","125",19
"26","145",19
"28","161",20
"30","130",21
"31","123",22
"33","151",23
"34","191",23
"36","162",24
"38","185",25
"14","189",25
"27","155",26
"29","149",27
"42","121",27
"32","129",27
"45","141",27
"35","143",27
"40","127",27
"46","173",27
"37","183",27
"47","135",27
"44","106",27
"43","137",27
"39","159",27
"50","171",27
"48","104",27
"41","197",27
"49","152",28
"53","115",28
"55","150",29
"54","148",30
"56","108",31
"58","160",31
"51","133",31
"52","179",31
"59","188",32
"61","193",32
"62","122",33
"57","131",33
"63","164",33
"66","186",34
"60","195",34
"65","168",35
"67","93",35
"69","178",36
"64","166",36
"70","102",36
"73","174",36
"68","126",36
"72","138",36
"74","190",36
"75","110",37
"71","47",37
"76","132",38
"78","140",39
"80","81",39
"83","136",40
"85","156",41
"88","53",41
"87","144",42
"84","146",42
"86","176",42
"77","114",42
"79","170",42
"89","77",42
"91","3",43
"92","192",43
"94","75",43
"81","134",43
"95","199",43
"93","51",43
"82","124",43
"98","5",43
"96","95",43
"99","1",43
"90","172",43
"101","63",43
"102","9",43
"97","158",43
"108","91",43
"112","7",43
"109","97",43
"104","99",43
"105","142",44
"111","45",44
"114","73",45
"100","67",45
"115","11",45
"103","59",45
"120","65",45
"118","17",46
"107","184",46
"119","198",46
"116","182",46
"123","21",46
"106","118",46
"126","79",46
"127","116",47
"110","128",47
"124","33",47
"129","15",47
"130","25",47
"131","35",47
"128","13",48
"113","71",48
"132","37",48
"134","27",48
"117","83",48
"135","49",48
"136","57",49
"121","194",49
"125","94",49
"141","31",49
"142","39",50
"138","120",50
"140","29",50
"144","41",51
"122","196",51
"145","43",51
"147","87",51
"139","23",51
"187","80",51
"181","66",52
"155","2",53
"137","61",53
"133","69",53
"143","200",54
"174","55",54
"193","89",54
"154","19",55
"150","12",56
"190","85",56
"149","100",57
"173","54",57
"146","78",57
"160","28",58
"172","52",59
"177","6",60
"166","4",61
"185","76",62
"164","36",63
"192","88",63
"161","30",64
"168","42",65
"191","86",65
"152","16",66
"163","34",66
"186","8",67
"165","38",68
"189","84",68
"162","32",69
"170","46",69
"178","60",70
"183","72",70
"171","48",71
"184","74",71
"179","62",72
"167","40",73
"196","96",73
"197","98",74
"176","58",75
"175","56",76
"153","18",77
"195","92",77
"158","24",78
"151","14",79
"180","64",80
"159","26",81
"182","70",82
"194","90",83
"148","10",84
"157","22",85
"169","44",86
"198","154",86
"156","20",86
"188","82",86
"199","50",87
"200","68",88
