"","Final.Ranking.Matrix.alternative","Final.Ranking.Matrix.ranking"
"1","107",1
"2","196",2
"3","105",3
"4","129",3
"5","113",4
"6","101",5
"7","109",6
"8","185",6
"9","117",7
"10","119",7
"11","147",7
"12","191",8
"13","176",9
"14","123",10
"15","111",11
"16","175",12
"17","121",13
"18","103",14
"19","197",15
"20","165",16
"21","141",17
"22","125",18
"23","139",19
"24","161",19
"25","189",19
"27","169",20
"28","173",20
"29","135",21
"30","143",21
"32","155",22
"33","145",23
"34","177",23
"35","127",24
"36","157",25
"37","159",25
"38","183",25
"39","187",26
"41","115",27
"44","167",28
"46","195",29
"47","131",30
"26","151",30
"31","137",31
"40","149",32
"49","199",32
"42","163",32
"43","153",33
"51","190",33
"45","181",33
"52","193",33
"53","110",34
"55","192",34
"54","186",35
"66","171",36
"48","133",36
"56","102",36
"62","126",36
"65","152",36
"50","179",36
"69","188",36
"57","104",37
"68","174",37
"63","136",38
"64","138",38
"60","112",39
"58","106",40
"59","108",40
"70","122",41
"74","148",41
"76","164",41
"77","168",41
"78","178",41
"67","172",41
"72","134",41
"75","160",41
"61","116",41
"71","130",42
"73","146",42
"81","166",42
"80","162",43
"82","180",44
"84","128",45
"83","198",45
"79","142",45
"86","118",45
"85","150",45
"90","184",46
"87","132",47
"88","170",47
"94","140",48
"89","182",48
"91","114",49
"92","120",49
"93","124",50
"96","156",51
"95","158",51
"97","194",51
"99","71",52
"101","69",53
"98","47",53
"100","67",53
"102","77",54
"103","59",55
"105","83",56
"108","57",56
"104","61",56
"109","89",56
"106","95",56
"107","51",57
"112","81",57
"111","11",58
"114","1",59
"115","43",59
"110","91",59
"117","25",59
"118","37",59
"121","7",59
"116","87",59
"119","5",60
"122","3",61
"120","63",61
"123","75",61
"124","79",62
"125","144",63
"126","23",64
"127","35",64
"128","45",64
"129","53",64
"130","85",64
"131","9",64
"132","13",65
"133","15",65
"134","17",65
"135","19",65
"136","21",65
"139","31",65
"140","33",65
"141","39",65
"142","41",65
"143","49",65
"144","55",65
"145","93",65
"146","97",65
"147","99",65
"137","27",66
"138","29",66
"180","65",67
"113","200",67
"185","73",67
"187","76",68
"159","28",69
"188","78",70
"162","34",71
"197","94",72
"184","72",73
"189","8",73
"163","36",74
"152","16",75
"149","100",76
"165","4",76
"168","44",76
"177","60",76
"190","80",77
"150","12",78
"173","54",78
"174","56",78
"181","66",78
"194","88",78
"160","30",79
"170","48",79
"164","38",80
"183","70",80
"154","2",81
"161","32",82
"171","50",82
"172","52",82
"182","68",82
"191","82",82
"153","18",83
"179","64",83
"196","92",84
"198","96",84
"199","98",84
"148","10",85
"176","6",85
"186","74",85
"195","90",85
"167","42",86
"155","20",87
"193","86",87
"157","24",88
"178","62",88
"169","46",89
"156","22",90
"166","40",90
"158","26",91
"151","14",92
"175","58",93
"200","154",93
"192","84",94
