node,hopcount,latency,power,deploymentPenalty,cost
0,5,546,655.0,1,40
1,5,508,764.5,40,40
2,6,551,805.5,1,40
3,5,516,714.5,40,40
4,5,578,781.5,1,40
5,6,578,805.5,40,40
6,5,562,664.0,1,40
7,5,488,681.0,40,40
8,6,624,690.0,1,40
9,6,630,783.0,40,40
10,5,482,789.5,1,40
11,6,584,590.5,40,40
12,7,660,772.5,1,40
13,7,742,691.0,40,40
14,6,666,745.0,1,40
15,4,422,824.0,40,40
16,6,694,709.5,1,40
17,6,714,584.5,40,40
18,6,668,669.0,1,40
19,6,660,815.0,40,40
20,6,654,693.0,1,40
21,6,736,782.0,40,40
22,6,596,818.5,1,40
23,6,538,838.0,40,40
24,5,566,716.5,1,40
25,7,756,609.0,40,40
26,7,690,769.0,1,40
27,5,456,579.5,40,40
28,7,708,806.0,1,40
29,6,542,725.0,40,40
30,7,714,651.0,1,40
31,5,442,816.5,40,40
32,6,648,780.5,1,40
33,5,564,559.0,40,40
34,7,678,632.5,1,40
35,6,624,570.0,40,40
36,5,566,757.5,1,40
37,5,504,741.5,40,40
38,6,682,784.0,1,40
39,7,697,660.5,40,40
40,6,708,703.5,1,40
41,6,660,780.5,40,40
42,6,522,753.0,1,40
43,5,559,611.5,40,40
44,6,624,647.5,1,40
45,6,740,746.0,40,40
46,5,693,527.5,1,40
47,6,628,721.5,40,40
48,6,646,655.0,1,40
49,5,653,724.5,40,40
50,6,664,580.0,1,40
51,5,556,765.5,40,40
52,6,589,677.5,1,40
53,6,602,596.0,40,40
54,6,677,758.0,1,40
55,6,598,623.0,40,40
56,5,455,780.0,1,40
57,6,820,733.5,40,40
58,5,651,568.0,1,40
59,5,532,614.0,40,40
60,6,614,573.0,1,40
61,6,677,791.0,40,40
62,5,601,737.5,1,40
63,5,476,798.5,40,40
64,6,757,733.0,1,40
65,6,603,645.0,40,40
66,6,574,529.0,1,40
67,6,594,746.0,40,40
68,5,461,589.0,1,40
69,5,656,694.5,40,40
70,5,532,541.5,1,40
71,5,492,651.0,40,40
72,6,810,805.0,1,40
73,6,734,635.0,40,40
74,6,578,626.0,1,40
75,4,334,718.5,40,40
76,6,594,545.0,1,40
77,5,600,533.0,40,40
78,5,645,681.0,1,40
79,5,580,650.0,40,40
80,5,512,659.5,1,40
81,6,581,749.5,40,40
82,6,694,566.0,1,40
83,6,919,813.0,40,40
84,6,610,646.0,1,40
85,5,538,822.0,40,40
86,5,524,796.5,1,40
87,6,622,682.5,40,40
88,5,482,711.0,1,40
89,5,538,807.5,40,40
90,5,586,614.0,1,40
91,6,706,753.5,40,40
92,6,670,786.5,1,40
93,6,634,542.0,40,40
94,6,602,579.0,1,40
95,5,564,803.5,40,40
96,6,686,778.5,1,40
97,5,561,800.0,40,40
98,6,688,780.0,1,40
99,5,574,714.0,40,40
100,5,480,527.5,1,1
101,5,530,557.0,40,1
102,5,627,659.5,1,1
103,5,648,567.0,40,1
104,4,462,541.0,1,1
105,5,550,750.0,40,1
106,3,300,657.0,1,1
107,6,656,668.0,40,1
108,5,440,715.5,1,1
109,4,418,652.0,40,1
110,5,530,715.0,1,1
111,6,634,572.5,40,1
112,4,448,577.0,1,1
113,7,705,797.5,40,1
114,6,773,763.5,1,1
115,5,673,759.0,40,1
116,5,613,552.0,1,1
117,5,589,819.0,40,1
118,5,559,565.5,1,1
119,7,821,741.5,40,1
120,5,571,661.5,1,1
121,6,684,651.5,40,1
122,6,605,540.5,1,1
123,7,731,815.5,40,1
124,6,864,551.5,1,1
125,5,615,542.0,40,1
126,6,622,796.0,1,1
127,5,604,808.5,40,1
128,4,486,541.0,1,1
129,7,718,563.0,40,1
130,7,636,820.5,1,1
131,5,643,821.5,40,1
132,6,822,824.5,1,1
133,4,357,809.5,40,1
134,6,683,609.5,1,1
135,6,599,540.0,40,1
136,7,859,553.5,1,1
137,6,596,573.5,40,1
138,6,599,663.5,1,1
139,7,821,653.0,40,1
140,6,641,590.5,1,1
141,6,761,768.0,40,1
142,6,606,770.5,1,1
143,7,1147,657.5,40,1
144,6,897,574.0,1,1
145,7,616,586.0,40,1
146,5,661,531.5,1,1
147,6,675,691.0,40,1
148,7,781,740.5,1,1
149,6,838,624.0,40,1
150,7,883,540.5,1,1
151,5,478,645.5,40,1
152,7,799,766.0,1,1
153,7,728,7500.0,40,1
154,6,720,613.0,1,1
155,7,899,620.0,40,1
156,7,685,690.0,1,1
157,7,826,771.0,40,1
158,6,697,716.0,1,1
159,6,736,704.0,40,1
160,6,602,673.0,1,1
161,7,697,630.0,40,1
162,7,799,749.5,1,1
163,6,706,679.5,40,1
164,6,831,558.0,1,1
165,6,755,726.0,40,1
166,6,580,838.5,1,1
167,6,673,604.5,40,1
