"","Final.Ranking.Matrix.alternative","Final.Ranking.Matrix.ranking"
"1","138",1
"2","174",2
"3","102",3
"4","104",4
"5","142",4
"6","152",4
"7","136",5
"8","112",6
"9","188",6
"10","106",7
"11","111",8
"13","110",9
"14","172",9
"15","198",9
"16","108",10
"18","186",11
"19","113",12
"12","146",12
"17","126",13
"20","161",13
"22","132",14
"23","162",15
"21","130",15
"24","134",16
"25","164",17
"26","168",17
"27","178",17
"28","192",17
"29","122",18
"30","190",19
"33","105",19
"31","158",19
"32","148",20
"35","101",20
"34","114",20
"36","160",21
"37","176",21
"38","166",22
"40","119",23
"43","180",24
"39","170",24
"44","109",25
"45","107",26
"46","117",26
"41","140",26
"49","116",26
"50","150",26
"51","156",26
"52","200",26
"48","128",26
"47","118",27
"54","182",27
"55","8",27
"53","6",27
"57","139",27
"42","124",27
"59","103",27
"56","147",27
"58","185",27
"63","144",28
"64","62",29
"67","120",30
"65","137",30
"60","127",30
"61","131",30
"62","167",30
"66","177",31
"70","50",31
"73","194",31
"71","4",31
"75","196",31
"72","96",31
"76","184",32
"77","36",32
"78","98",32
"74","175",32
"82","30",32
"68","24",32
"84","54",32
"80","28",32
"89","66",32
"88","2",33
"85","16",33
"69","189",33
"90","90",33
"94","100",33
"91","44",33
"96","58",33
"81","123",33
"79","183",33
"93","10",33
"83","151",33
"87","157",33
"95","187",33
"98","68",33
"97","32",34
"86","129",34
"103","92",34
"108","5",34
"100","179",34
"102","86",34
"101","84",34
"99","115",34
"111","56",34
"104","121",34
"107","169",34
"112","82",34
"109","12",35
"113","14",35
"114","141",35
"117","145",35
"106","163",35
"120","181",35
"92","78",35
"105","153",36
"122","20",36
"110","34",36
"123","38",36
"124","1",36
"127","26",37
"119","165",37
"121","191",37
"128","94",37
"126","18",38
"125","125",39
"130","88",39
"135","99",39
"134","7",40
"115","155",40
"116","133",41
"131","48",41
"133","60",41
"118","149",41
"136","135",41
"140","80",41
"138","40",42
"132","52",42
"139","70",43
"146","74",44
"142","22",45
"144","46",45
"137","159",45
"145","64",46
"148","197",46
"143","42",46
"129","67",46
"160","61",46
"151","76",46
"141","143",46
"161","71",46
"149","47",46
"165","89",46
"166","9",46
"150","72",46
"164","83",46
"162","77",47
"163","81",48
"153","17",49
"147","195",49
"159","35",50
"152","13",51
"154","27",52
"156","3",53
"174","193",53
"167","93",53
"171","171",53
"172","173",53
"175","199",53
"157","31",53
"192","69",53
"196","85",53
"199","95",54
"158","33",54
"176","21",54
"182","43",54
"188","57",55
"169","15",56
"194","75",56
"190","63",57
"173","19",58
"177","23",59
"155","29",59
"183","45",59
"193","73",59
"170","154",60
"168","11",61
"198","91",62
"186","53",63
"184","49",64
"197","87",65
"180","39",66
"181","41",67
"189","59",68
"200","97",69
"178","25",70
"179","37",71
"185","51",72
"195","79",73
"191","65",74
"187","55",75
