"","Final.Ranking.Matrix.alternative","Final.Ranking.Matrix.ranking"
"1","122",1
"2","192",2
"3","188",3
"4","112",4
"5","124",5
"6","103",6
"8","146",7
"9","108",8
"10","106",9
"7","174",9
"11","130",10
"12","138",11
"13","162",11
"14","180",12
"15","104",13
"16","110",14
"17","152",15
"18","168",16
"19","178",17
"20","164",18
"22","166",19
"23","102",20
"24","165",21
"26","134",22
"27","125",23
"21","126",23
"28","148",23
"25","190",23
"29","101",24
"31","176",25
"33","140",26
"34","156",26
"36","160",27
"37","142",28
"30","144",28
"39","186",28
"35","158",28
"40","172",28
"38","105",28
"41","120",28
"32","136",28
"44","109",28
"45","111",28
"42","143",28
"47","113",29
"48","139",29
"46","72",29
"49","150",30
"50","198",30
"51","2",31
"53","8",32
"43","132",32
"52","118",33
"54","107",34
"55","128",34
"57","62",34
"58","114",35
"59","171",36
"61","161",37
"60","116",37
"64","196",37
"62","177",38
"63","185",38
"65","169",39
"56","184",39
"71","182",40
"69","170",41
"70","175",42
"68","127",43
"72","119",44
"67","12",44
"66","189",44
"73","123",45
"77","4",45
"78","94",46
"75","163",46
"79","6",46
"80","187",47
"82","52",47
"81","117",47
"84","137",48
"76","167",48
"87","98",48
"89","30",49
"74","153",49
"90","36",49
"92","191",50
"93","28",51
"100","95",51
"95","100",51
"99","194",51
"96","141",52
"98","16",52
"102","181",53
"85","24",53
"105","56",53
"104","54",54
"107","157",55
"91","147",55
"108","76",55
"83","84",55
"97","151",55
"88","129",55
"113","74",55
"101","18",55
"106","155",56
"86","86",56
"112","42",56
"109","90",56
"114","96",56
"103","183",56
"117","48",56
"118","80",56
"110","193",56
"122","40",56
"119","10",57
"120","121",58
"116","135",58
"121","32",59
"94","78",59
"126","82",59
"124","159",59
"128","200",59
"125","20",59
"129","38",59
"127","92",59
"131","46",60
"115","133",60
"130","22",60
"111","34",60
"123","131",61
"133","149",62
"134","26",62
"138","60",62
"135","14",63
"132","145",63
"139","66",64
"137","58",65
"141","88",65
"147","47",66
"136","50",66
"140","68",66
"184","7",66
"191","81",66
"173","5",67
"145","173",67
"144","64",67
"188","75",67
"142","115",67
"163","3",67
"146","195",67
"182","67",67
"143","179",67
"175","53",67
"156","197",68
"148","44",68
"149","1",69
"174","51",70
"185","70",70
"153","154",71
"192","83",72
"193","85",72
"196","9",72
"197","91",73
"198","93",74
"187","73",75
"157","199",76
"159","23",76
"170","43",76
"154","17",77
"186","71",78
"166","35",79
"199","97",80
"169","41",81
"151","13",82
"155","19",83
"168","39",83
"171","45",83
"200","99",84
"158","21",85
"161","27",85
"172","49",85
"164","31",86
"176","55",86
"150","11",87
"152","15",87
"165","33",88
"162","29",89
"189","77",90
"178","59",91
"190","79",92
"160","25",93
"167","37",94
"181","65",94
"194","87",95
"177","57",96
"179","61",97
"183","69",98
"180","63",99
"195","89",100
