"","Final.Ranking.Matrix.alternative","Final.Ranking.Matrix.ranking"
"1","186",1
"2","199",2
"3","152",3
"4","190",3
"5","188",4
"6","110",5
"7","176",5
"8","192",5
"9","106",6
"10","197",7
"11","174",8
"12","112",9
"13","136",10
"14","102",11
"15","126",11
"16","138",11
"17","130",12
"18","104",13
"19","134",13
"20","146",13
"21","170",14
"22","162",15
"23","196",15
"24","198",15
"25","132",16
"26","148",17
"27","156",17
"28","168",17
"29","108",18
"30","160",18
"31","180",18
"32","166",19
"33","164",20
"34","172",21
"35","142",22
"36","116",23
"38","178",23
"39","122",24
"42","114",25
"43","182",25
"44","124",26
"45","128",26
"46","118",27
"37","150",27
"40","140",28
"41","144",28
"47","184",29
"48","194",29
"49","120",30
"50","200",30
"51","158",31
"52","101",32
"53","147",33
"56","113",33
"54","105",33
"55","129",33
"58","107",33
"59","117",34
"60","119",34
"64","111",34
"63","109",35
"66","121",35
"68","139",35
"74","161",35
"81","185",35
"62","103",36
"57","123",36
"83","191",36
"82","187",37
"67","135",38
"61","137",38
"69","141",38
"78","175",38
"79","177",39
"72","157",40
"77","169",40
"71","155",41
"73","159",42
"70","149",43
"75","163",43
"65","115",44
"88","127",44
"85","153",44
"76","165",44
"80","181",44
"84","125",45
"86","143",45
"92","189",45
"87","145",45
"91","183",45
"89","151",45
"90","173",46
"94","195",46
"96","131",47
"95","179",47
"97","133",48
"98","167",48
"93","193",48
"100","78",49
"102","94",50
"99","76",50
"103","34",50
"101","4",50
"104","96",51
"105","90",52
"108","171",52
"107","36",52
"109","28",53
"106","16",53
"110","18",54
"111","12",55
"112","54",56
"113","26",57
"114","44",57
"118","100",57
"120","2",57
"124","30",57
"115","56",57
"116","60",57
"141","8",57
"117","10",58
"119","14",58
"122","22",58
"126","38",58
"127","40",58
"128","42",58
"129","48",58
"130","50",58
"131","52",58
"132","58",58
"133","6",58
"134","62",58
"135","64",58
"136","66",58
"137","68",58
"138","70",58
"139","72",58
"140","74",58
"142","80",58
"143","82",58
"146","88",58
"147","92",58
"148","98",58
"125","32",59
"121","20",60
"144","84",60
"145","86",61
"123","24",62
"170","46",62
"182","67",63
"185","71",63
"188","77",63
"171","47",64
"191","83",64
"178","59",65
"179","61",65
"190","81",65
"149","1",66
"198","95",66
"184","7",67
"153","154",68
"183","69",69
"154","17",70
"169","45",70
"172","49",70
"174","51",70
"187","75",70
"194","89",70
"195","9",70
"158","25",71
"175","53",71
"180","63",71
"196","91",71
"181","65",72
"189","79",73
"164","35",74
"165","37",74
"173","5",74
"156","21",75
"167","41",75
"192","85",75
"199","97",75
"155","19",76
"162","31",76
"177","57",76
"200","99",76
"152","15",77
"150","11",78
"168","43",78
"159","27",79
"161","3",79
"176","55",79
"151","13",80
"193","87",80
"163","33",81
"166","39",82
"197","93",82
"186","73",83
"160","29",84
"157","23",85
