"","Final.Ranking.Matrix.alternative","Final.Ranking.Matrix.ranking"
"1","191",1
"2","144",2
"3","101",3
"4","137",4
"5","105",5
"6","113",6
"7","169",7
"8","103",8
"9","111",9
"10","157",9
"11","139",10
"12","195",10
"13","119",11
"14","181",11
"15","109",12
"16","171",13
"17","177",14
"18","161",15
"19","117",16
"20","149",16
"21","147",17
"22","123",18
"23","151",18
"24","145",19
"25","189",20
"26","125",21
"27","165",21
"28","173",21
"29","127",22
"30","141",22
"31","175",22
"32","143",23
"33","167",23
"34","163",24
"35","153",25
"36","155",25
"37","187",26
"38","193",26
"39","183",27
"40","159",28
"42","135",29
"43","185",30
"45","115",31
"48","107",32
"49","121",32
"41","133",32
"47","129",32
"44","179",32
"53","108",32
"50","102",32
"51","104",32
"52","112",32
"46","131",32
"54","174",33
"58","197",33
"57","138",34
"56","130",35
"61","140",36
"55","126",36
"60","106",37
"62","122",37
"63","152",37
"68","188",37
"64","162",38
"65","164",39
"67","178",39
"59","136",39
"69","146",39
"70","168",39
"71","148",40
"72","180",41
"75","192",41
"77","166",42
"76","160",43
"80","186",44
"78","83",44
"73","114",44
"66","172",44
"74","158",45
"79","124",46
"83","3",46
"85","1",47
"86","110",48
"87","156",48
"82","142",48
"89","198",48
"92","7",49
"88","47",49
"84","184",49
"81","132",49
"90","77",50
"93","91",50
"97","150",50
"95","93",50
"94","170",51
"91","67",51
"98","73",51
"99","182",52
"96","95",52
"101","81",52
"104","199",52
"100","71",52
"107","53",52
"103","59",52
"109","120",53
"110","194",53
"102","51",53
"114","85",53
"105","190",53
"115","13",53
"113","35",53
"116","21",54
"117","33",54
"119","11",55
"111","61",55
"120","15",55
"121","45",55
"122","27",56
"118","75",56
"106","5",56
"108","87",56
"124","31",56
"125","49",56
"126","57",56
"123","29",57
"130","84",57
"136","25",58
"137","37",58
"139","41",58
"140","43",58
"141","89",58
"142","97",58
"143","99",58
"112","69",58
"131","116",58
"132","176",58
"135","23",58
"138","39",58
"151","19",58
"188","79",58
"194","9",58
"178","63",59
"127","118",59
"128","128",59
"129","134",59
"133","196",59
"149","17",59
"134","200",59
"172","55",59
"180","65",59
"152","2",60
"163","4",60
"193","88",61
"175","6",62
"161","36",63
"185","74",64
"146","12",65
"168","48",65
"171","54",65
"181","66",65
"158","30",66
"164","40",66
"189","8",66
"145","100",67
"157","28",68
"187","78",69
"160","34",70
"170","52",70
"173","56",70
"196","92",71
"166","44",72
"198","96",72
"199","98",73
"147","14",74
"148","16",74
"150","18",74
"186","76",74
"156","26",75
"165","42",76
"179","64",76
"190","80",76
"197","94",77
"176","60",78
"162","38",79
"192","86",79
"159","32",80
"167","46",81
"195","90",81
"184","72",82
"154","22",83
"183","70",83
"144","10",84
"155","24",84
"191","82",85
"153","20",86
"169","50",87
"174","58",88
"177","62",89
"200","154",89
"182","68",90
