"","Final.Ranking.Matrix.alternative","Final.Ranking.Matrix.ranking"
"1","101",1
"2","163",2
"3","153",3
"4","175",3
"5","113",4
"6","103",5
"7","111",5
"8","112",6
"9","119",7
"10","187",7
"11","167",8
"12","105",9
"13","109",10
"14","139",11
"15","117",12
"17","157",13
"16","147",14
"19","162",14
"20","130",15
"18","177",15
"21","161",16
"22","180",17
"23","107",18
"24","121",19
"26","106",20
"27","149",21
"25","191",21
"28","165",22
"29","123",23
"30","151",24
"31","127",25
"33","125",25
"35","145",26
"37","169",27
"40","110",27
"38","141",27
"42","104",27
"32","171",27
"34","155",28
"46","135",28
"41","152",28
"50","181",28
"36","189",28
"48","150",28
"39","137",28
"47","148",28
"43","129",28
"44","183",29
"45","133",30
"49","174",30
"56","185",30
"52","108",30
"54","188",30
"53","143",31
"57","115",31
"61","173",31
"58","122",32
"55","160",32
"59","138",33
"62","159",34
"51","102",34
"64","195",35
"65","131",36
"60","164",36
"72","197",36
"63","186",36
"69","146",36
"67","136",36
"70","168",36
"71","178",36
"68","47",36
"80","7",36
"74","75",36
"81","81",37
"66","132",37
"79","3",37
"76","166",38
"87","193",38
"86","179",39
"78","192",39
"85","1",39
"82","126",39
"89","140",39
"77","190",39
"92","53",39
"94","80",39
"88","67",39
"98","51",39
"91","77",39
"96","61",39
"90","73",39
"100","5",39
"73","118",39
"75","128",40
"105","144",40
"101","94",40
"108","13",40
"83","158",40
"84","172",40
"102","95",40
"111","35",40
"97","114",40
"106","69",40
"116","66",40
"99","134",40
"110","176",40
"115","63",40
"117","9",40
"112","156",41
"118","2",41
"93","116",41
"119","27",41
"95","170",41
"123","21",41
"113","198",41
"128","31",41
"124","29",41
"120","39",41
"121","57",41
"122","99",41
"104","142",41
"129","41",41
"130","45",41
"125","33",41
"136","97",41
"126","15",41
"103","124",41
"109","83",41
"134","85",41
"107","71",41
"135","93",41
"133","6",42
"131","11",43
"142","65",43
"138","17",44
"132","23",44
"141","43",45
"114","59",45
"144","91",45
"127","184",45
"140","19",46
"143","79",46
"147","89",46
"137","120",46
"145","25",46
"146","37",46
"139","182",46
"148","49",46
"150","199",46
"153","12",47
"152","100",48
"170","4",48
"188","8",48
"192","88",49
"178","55",50
"149","87",50
"157","194",51
"176","52",52
"177","54",53
"158","196",54
"195","96",54
"165","30",55
"168","36",55
"196","98",56
"155","16",57
"160","200",57
"187","78",57
"164","28",58
"190","84",59
"179","56",60
"186","76",60
"191","86",60
"172","42",61
"194","92",62
"156","18",63
"174","48",63
"185","74",63
"154","14",64
"163","26",65
"171","40",65
"162","24",66
"193","90",67
"166","32",68
"169","38",69
"173","46",69
"161","22",70
"182","62",70
"183","64",70
"151","10",71
"167","34",71
"181","60",72
"184","72",72
"189","82",73
"159","20",74
"197","154",74
"175","50",74
"180","58",74
"199","68",75
"200","70",76
"198","44",77
