,CodeRoute,Latitude,Longitude,Altitude,Date,Speed,TimeDifference,Distance,FileName,CumTimeDiff,VideoFrame
0,623874,38.98446,1.536489,0.0,2009-11-19 16:30:28,0.0,0,0.0,,0,0
1,623874,38.98717376562034,1.5390035404728157,0.0,"0   2009-11-19 16:31:41
Name: Date, dtype: datetime64[ns]",5.077753243364336,73,371.7930924791367,,73,1
2,623874,38.987417,1.53924,0.0,2009-11-19 16:31:48,5.077753243364336,80,406.2202594691469,,80,2
3,623874,38.98782,1.539926,0.0,2009-11-19 16:32:20,2.3251012733407657,32,74.4032407469045,,112,2
4,623874,38.987806,1.539884,0.0,2009-11-19 16:33:10,0.07908371405215134,50,3.954185702607567,,162,3
5,623874,38.987807,1.539862,0.0,2009-11-19 16:33:39,0.06575285961983042,29,1.906832928975082,,191,3
6,623874,38.987825,1.539775,0.0,2009-11-19 16:34:31,0.14980597920793948,52,7.789910918812852,,243,4
7,623874,38.98772,1.539862,0.0,2009-11-19 16:35:13,0.33102087582388373,42,13.902876784603118,,285,4
8,623874,38.987709,1.539934,0.0,2009-11-19 16:35:45,0.19840970815684467,32,6.349110661019029,,317,5
9,623874,38.987773,1.539879,0.0,2009-11-19 16:36:40,0.15577627138162162,55,8.567694925989189,,372,6
10,623874,38.987802,1.539865,0.0,2009-11-19 16:37:13,0.10448664531297558,33,3.448059295328194,,405,6
11,623874,38.987843,1.539836,0.0,2009-11-19 16:37:48,0.1488113670164609,35,5.208397845576131,,440,7
12,623874,38.987875,1.539743,0.0,2009-11-19 16:38:52,0.13750248579287275,64,8.800159090743856,,504,7
13,623874,38.987726,1.539828,0.0,2009-11-19 16:39:20,0.6480030337909465,28,18.144084946146503,,532,8
14,623874,38.988916,1.541728,0.0,2009-11-19 16:40:10,4.222554558263199,50,211.12772791315993,,582,8
15,623874,38.99101247389359,1.5456167942687624,0.0,"13   2009-11-19 16:41:23
Name: Date, dtype: datetime64[ns]",5.592616587990142,73,409.4913865726382,,655,9
16,623874,38.991743,1.546993,0.0,2009-11-19 16:41:49,5.5926165879901415,99,553.669042211024,,681,10
17,623874,38.99390827725078,1.5510776099980046,0.0,"14   2009-11-19 16:43:02
Name: Date, dtype: datetime64[ns]",5.84256649438307,73,427.7927187187284,,754,11
18,623874,38.99607341069948,1.5551624689276264,0.0,"14   2009-11-19 16:44:15
Name: Date, dtype: datetime64[ns]",5.84256649438307,73,427.7927187187284,,827,12
19,623874,38.998379,1.559562,0.0,2009-11-19 16:45:34,5.84256649438307,225,1314.5774612361909,,906,13
20,623874,38.995488,1.567559,0.0,2009-11-19 16:47:25,6.87443604110952,111,763.0624005631566,,1017,14
21,623874,38.995878,1.570425,0.0,2009-11-19 16:48:02,6.8034706797495295,37,251.7284151507326,,1054,15
22,623874,38.991691,1.575732,0.0,2009-11-19 16:49:34,7.111734290885965,92,654.2795547615088,,1146,16
23,623874,38.993362,1.576778,0.0,2009-11-19 16:50:12,5.443724494064544,38,206.8615307744527,,1184,17
24,623874,38.99935,1.578448,0.0,2009-11-19 16:52:11,5.731582529509828,119,682.0583210116696,,1303,18
25,623874,39.000474,1.576752,0.0,2009-11-19 16:52:49,5.074465340496874,38,192.8296829388812,,1341,19
26,623874,39.001797,1.575742,0.0,2009-11-19 16:53:29,4.281092992210664,40,171.24371968842655,,1381,19
27,623874,39.004557,1.579898,0.0,2009-11-19 16:54:38,6.85387966988887,69,472.91769722233204,,1450,20
28,623874,39.008108,1.577882,0.0,2009-11-19 16:55:44,6.54625119240186,66,432.0525786985227,,1516,21
29,623874,39.011834455149895,1.5772567146617278,0.0,"24   2009-11-19 16:56:57
Name: Date, dtype: datetime64[ns]",5.6982372409668365,73,417.2249307835918,,1589,22
30,623874,39.013082,1.577044,0.0,2009-11-19 16:57:22,5.6982372409668365,98,558.4272496147499,,1614,23
31,623874,39.015009,1.569151,0.0,2009-11-19 16:59:39,5.223349610858507,137,715.5988966876154,,1751,24
32,623874,39.01231654519616,1.5657615113281742,0.0,"26   2009-11-19 17:00:52
Name: Date, dtype: datetime64[ns]",5.7218641230927405,73,418.95489109285046,,1824,25
33,623874,39.012002,1.56535,0.0,2009-11-19 17:01:01,5.7218641230927405,82,469.19285809360474,,1833,26
34,623874,39.015799,1.561584,0.0,2009-11-19 17:02:30,5.995813381675899,89,533.627390969155,,1922,27
35,623874,39.019568,1.559879,0.0,2009-11-19 17:03:40,6.353178198919874,70,444.7224739243912,,1992,28
36,623874,39.022849,1.55723,0.0,2009-11-19 17:04:51,6.072435066627253,71,431.14288973053493,,2063,29
37,623874,39.025752,1.557058,0.0,2009-11-19 17:05:54,5.134962328994591,63,323.50262672665923,,2126,30
38,623874,39.030657,1.559759,0.0,2009-11-19 17:07:25,6.526152746141925,91,593.8798998989151,,2217,31
39,623874,39.03458,1.565438,0.0,2009-11-19 17:09:12,6.141623183339963,107,657.153680617376,,2324,32
40,623874,39.037775,1.565811,0.0,2009-11-19 17:10:15,5.668651662883374,63,357.12505476165256,,2387,33
41,623874,39.039537,1.566133,0.0,2009-11-19 17:10:56,4.83197552725433,41,198.11099661742753,,2428,34
42,623874,39.044597,1.568071,0.0,2009-11-19 17:11:50,10.882757548906117,54,587.6689076409303,,2482,34
43,623874,39.046293,1.569043,0.0,2009-11-19 17:12:25,5.904433815038881,35,206.65518352636082,,2517,35
44,623874,39.047823,1.56806,0.0,2009-11-19 17:13:02,5.144419777332174,37,190.34353176129042,,2554,35
45,623874,39.04825900816223,1.563776665463615,0.0,"38   2009-11-19 17:14:15
Name: Date, dtype: datetime64[ns]",5.107140221687401,73,373.9448070319515,,2627,36
46,623874,39.048512,1.561265,0.0,2009-11-19 17:14:58,5.1071402216874,116,592.4282657157385,,2670,37
47,623874,39.047817,1.557881,0.0,2009-11-19 17:15:58,5.043566402288807,60,302.61398413732843,,2730,38
48,623874,39.041885,1.551028,0.0,2009-11-19 17:17:38,8.872029562468493,100,887.2029562468493,,2830,39
49,623874,39.03889657739775,1.5453203536320839,0.0,"41   2009-11-19 17:18:51
Name: Date, dtype: datetime64[ns]",8.12880968511835,73,595.1914451443656,,2903,40
50,623874,39.03578,1.53932,0.0,2009-11-19 17:20:08,8.12880968511835,150,1219.3214527677526,,2980,41
51,623874,39.033993366420425,1.5331193092300661,0.0,"42   2009-11-19 17:21:21
Name: Date, dtype: datetime64[ns]",7.816806370406807,73,572.3465624411864,,3053,42
52,623874,39.032206402696104,1.5269189307411946,0.0,"42   2009-11-19 17:22:34
Name: Date, dtype: datetime64[ns]",7.816806370406807,73,572.3465624411864,,3126,43
53,623874,39.031376,1.523972,0.0,2009-11-19 17:23:09,7.816806370406806,181,1414.841953043632,,3161,44
54,623874,39.034671,1.514126,0.0,2009-11-19 17:25:14,7.416216998627351,125,927.0271248284189,,3286,45
55,623874,39.036533287674715,1.5090626731734997,0.0,"44   2009-11-19 17:26:27
Name: Date, dtype: datetime64[ns]",6.619800285352258,73,484.7017768934923,,3359,46
56,623874,39.036954,1.507894,0.0,2009-11-19 17:26:44,6.619800285352258,90,595.7820256817032,,3376,47
57,623874,39.033944,1.494976,0.0,2009-11-19 17:29:02,8.450669678173911,138,1166.1924155879997,,3514,48
58,623874,39.033591,1.490629,0.0,2009-11-19 17:30:08,5.726292329638342,66,377.9352937561306,,3580,49
