node,hopcount,latency,power,deploymentPenalty,cost
0,4,361,655.0,1,40
1,4,324,764.5,40,40
2,4,286,805.5,1,40
3,3,251,714.5,40,40
4,3,295,781.5,1,40
5,4,313,805.5,40,40
6,4,266,664.0,1,40
7,4,295,681.0,40,40
8,4,341,690.0,1,40
9,5,437,783.0,40,40
10,5,417,789.5,1,40
11,5,400,590.5,40,40
12,5,395,772.5,1,40
13,5,477,691.0,40,40
14,5,481,745.0,1,40
15,4,357,824.0,40,40
16,4,411,709.5,1,40
17,5,418,584.5,40,40
18,5,475,669.0,1,40
19,5,467,815.0,40,40
20,5,469,693.0,1,40
21,5,440,782.0,40,40
22,5,403,818.5,1,40
23,5,345,838.0,40,40
24,5,501,716.5,1,40
25,5,491,609.0,40,40
26,5,425,769.0,1,40
27,5,391,579.5,40,40
28,5,443,806.0,1,40
29,4,277,725.0,40,40
30,5,449,651.0,1,40
31,5,377,816.5,40,40
32,5,463,780.5,1,40
33,5,499,559.0,40,40
34,5,413,632.5,1,40
35,5,439,570.0,40,40
36,5,501,757.5,1,40
37,5,439,741.5,40,40
38,5,386,784.0,1,40
39,5,432,660.5,40,40
40,5,412,703.5,1,40
41,5,476,780.5,40,40
42,5,443,753.0,1,40
43,5,572,611.5,40,40
44,4,359,647.5,1,40
45,5,915,746.0,40,40
46,5,706,527.5,1,40
47,5,422,721.5,40,40
48,4,381,655.0,1,40
49,4,418,724.5,40,40
50,5,480,580.0,1,40
51,5,416,765.5,40,40
52,4,467,677.5,1,40
53,5,306,596.0,40,40
54,5,463,758.0,1,40
55,5,451,623.0,40,40
56,5,390,780.0,1,40
57,5,435,733.5,40,40
58,5,494,568.0,1,40
59,5,467,614.0,40,40
60,4,331,573.0,1,40
61,4,394,791.0,40,40
62,3,318,737.5,1,40
63,5,466,798.5,40,40
64,4,474,733.0,1,40
65,5,418,645.0,40,40
66,5,381,529.0,1,40
67,4,455,746.0,40,40
68,5,396,589.0,1,40
69,5,556,694.5,40,40
70,4,330,541.5,1,40
71,5,427,651.0,40,40
72,5,328,805.0,1,40
73,5,422,635.0,40,40
74,4,295,626.0,1,40
75,4,347,718.5,40,40
76,4,329,545.0,1,40
77,5,924,533.0,40,40
78,5,349,681.0,1,40
79,5,311,650.0,40,40
80,3,229,659.5,1,40
81,5,467,749.5,40,40
82,4,411,566.0,1,40
83,5,348,813.0,40,40
84,5,417,646.0,1,40
85,5,316,822.0,40,40
86,4,520,796.5,1,40
87,4,339,682.5,40,40
88,4,531,711.0,1,40
89,3,255,807.5,40,40
90,5,429,614.0,1,40
91,5,443,753.5,40,40
92,5,330,786.5,1,40
93,4,468,542.0,40,40
94,4,337,579.0,1,40
95,3,239,803.5,40,40
96,4,277,778.5,1,40
97,4,315,800.0,40,40
98,4,369,780.0,1,40
99,4,329,714.0,40,40
100,3,197,527.5,1,1
101,4,353,557.0,40,1
102,5,436,659.5,1,1
103,5,419,567.0,40,1
104,4,305,541.0,1,1
105,3,267,750.0,40,1
106,3,313,657.0,1,1
107,5,360,668.0,40,1
108,5,609,715.5,1,1
109,4,391,652.0,40,1
110,3,247,715.0,1,1
111,4,285,572.5,40,1
112,2,165,577.0,1,1
113,5,440,797.5,40,1
114,5,596,763.5,1,1
115,5,646,759.0,40,1
116,1,0,552.0,1,1
