node,hopcount,latency,power,deploymentPenalty,cost
0,5,379,655.0,1,40
1,3,279,764.5,40,40
2,4,295,805.5,1,40
3,4,352,714.5,40,40
4,4,437,781.5,1,40
5,5,455,805.5,40,40
6,4,306,664.0,1,40
7,5,431,681.0,40,40
8,5,483,690.0,1,40
9,6,573,783.0,40,40
10,5,459,789.5,1,40
11,4,355,590.5,40,40
12,6,537,772.5,1,40
13,6,619,691.0,40,40
14,6,499,745.0,1,40
15,4,399,824.0,40,40
16,5,553,709.5,1,40
17,5,458,584.5,40,40
18,6,611,669.0,1,40
19,6,603,815.0,40,40
20,6,487,693.0,1,40
21,5,480,782.0,40,40
22,6,539,818.5,1,40
23,6,481,838.0,40,40
24,5,543,716.5,1,40
25,6,633,609.0,40,40
26,6,567,769.0,1,40
27,5,433,579.5,40,40
28,6,585,806.0,1,40
29,5,378,725.0,40,40
30,6,591,651.0,1,40
31,5,419,816.5,40,40
32,6,481,780.5,1,40
33,5,541,559.0,40,40
34,6,555,632.5,1,40
35,6,457,570.0,40,40
36,5,543,757.5,1,40
37,5,481,741.5,40,40
38,5,426,784.0,1,40
39,5,441,660.5,40,40
40,5,452,703.5,1,40
41,4,431,780.5,40,40
42,6,579,753.0,1,40
43,5,678,611.5,40,40
44,5,460,647.5,1,40
45,5,484,746.0,40,40
46,5,348,527.5,1,40
47,5,431,721.5,40,40
48,5,482,655.0,1,40
49,5,560,724.5,40,40
50,4,435,580.0,1,40
51,4,371,765.5,40,40
52,4,360,677.5,1,40
53,5,346,596.0,40,40
54,5,643,758.0,1,40
55,6,541,623.0,40,40
56,5,432,780.0,1,40
57,5,564,733.5,40,40
58,5,555,568.0,1,40
59,5,509,614.0,40,40
60,5,473,573.0,1,40
61,5,536,791.0,40,40
62,4,460,737.5,1,40
63,5,475,798.5,40,40
64,5,616,733.0,1,40
65,5,534,645.0,40,40
66,6,503,529.0,1,40
67,5,597,746.0,40,40
68,5,438,589.0,1,40
69,5,633,694.5,40,40
70,5,545,541.5,1,40
71,5,509,651.0,40,40
72,5,337,805.0,1,40
73,5,431,635.0,40,40
74,5,487,626.0,1,40
75,4,453,718.5,40,40
76,5,471,545.0,1,40
77,5,577,533.0,40,40
78,5,529,681.0,1,40
79,5,452,650.0,40,40
80,2,243,659.5,1,40
81,6,580,749.5,40,40
82,5,553,566.0,1,40
83,5,357,813.0,40,40
84,6,407,646.0,1,40
85,5,356,822.0,40,40
86,5,662,796.5,1,40
87,5,481,682.5,40,40
88,5,473,711.0,1,40
89,4,397,807.5,40,40
90,5,401,614.0,1,40
91,5,394,753.5,40,40
92,5,339,786.5,1,40
93,5,610,542.0,40,40
94,5,479,579.0,1,40
95,4,381,803.5,40,40
96,4,457,778.5,1,40
97,5,457,800.0,40,40
98,5,511,780.0,1,40
99,5,471,714.0,40,40
100,4,339,527.5,1,1
101,5,495,557.0,40,1
102,4,391,659.5,1,1
103,6,372,567.0,40,1
104,5,447,541.0,1,1
105,4,409,750.0,40,1
106,4,455,657.0,1,1
107,5,369,668.0,40,1
108,5,473,715.5,1,1
109,5,533,652.0,40,1
110,4,389,715.0,1,1
111,4,405,572.5,40,1
112,3,307,577.0,1,1
113,6,582,797.5,40,1
114,6,738,763.5,1,1
115,6,788,759.0,40,1
116,4,472,552.0,1,1
117,6,704,819.0,40,1
118,4,418,565.5,1,1
119,7,820,741.5,40,1
120,6,686,661.5,1,1
121,5,448,651.5,40,1
122,6,638,540.5,1,1
123,6,608,815.5,40,1
124,5,628,551.5,1,1
125,6,600,542.0,40,1
126,5,481,796.0,1,1
127,6,719,808.5,40,1
128,5,641,541.0,1,1
129,5,489,563.0,40,1
130,6,639,820.5,1,1
131,4,502,821.5,40,1
132,6,718,824.5,1,1
133,5,512,809.5,40,1
134,6,716,609.5,1,1
135,6,564,540.0,40,1
136,6,718,553.5,1,1
137,5,455,573.5,40,1
138,3,330,663.5,1,1
139,6,534,653.0,40,1
140,6,674,590.5,1,1
141,5,620,768.0,40,1
142,6,623,770.5,1,1
143,6,585,657.5,40,1
144,7,621,574.0,1,1
145,7,559,586.0,40,1
146,4,520,531.5,1,1
147,5,534,691.0,40,1
148,6,640,740.5,1,1
149,6,710,624.0,40,1
150,6,571,540.5,1,1
151,4,337,645.5,40,1
152,5,570,766.0,1,1
153,6,637,7500.0,40,1
154,6,697,613.0,1,1
155,5,670,620.0,40,1
156,6,544,690.0,1,1
157,6,514,771.0,40,1
158,6,674,716.0,1,1
159,5,595,704.0,40,1
160,5,461,673.0,1,1
161,5,468,630.0,40,1
162,5,570,749.5,1,1
163,6,603,679.5,40,1
164,5,595,558.0,1,1
165,1,0,726.0,40,1
166,5,439,838.5,1,1
167,6,491,604.5,40,1
168,6,417,668.0,1,1
169,4,623,801.5,40,1
170,6,1115,684.0,1,1
171,6,579,768.0,40,1
172,6,940,594.0,1,1
173,5,434,545.0,40,1
174,5,633,581.5,1,1
175,5,599,717.0,40,1
176,6,585,623.5,1,1
177,6,476,722.5,40,1
178,6,773,818.0,1,1
179,5,468,739.0,40,1
180,6,582,574.0,1,1
181,6,807,771.5,40,1
182,6,642,809.0,1,1
183,6,677,802.0,40,1
184,5,577,622.0,1,1
185,4,538,596.0,40,1
186,5,501,738.0,1,1
187,4,419,606.0,40,1
188,6,447,807.0,1,1
189,5,593,551.5,40,1
190,6,627,561.0,1,1
191,5,545,663.0,40,1
192,5,967,664.5,1,1
193,7,760,586.5,40,1
194,7,844,810.5,1,1
195,6,755,618.0,40,1
196,5,730,666.0,1,1
197,6,658,595.5,40,1
198,6,940,748.5,1,1
199,7,898,734.0,40,1
