"","Final.Ranking.Matrix.alternative","Final.Ranking.Matrix.ranking"
"1","196",1
"2","176",2
"3","107",3
"4","105",4
"5","113",5
"6","129",6
"7","101",7
"8","109",8
"9","185",9
"10","119",10
"15","111",10
"11","117",10
"12","147",10
"13","123",11
"19","192",11
"18","121",11
"14","191",11
"16","175",12
"20","189",12
"21","141",13
"22","103",14
"25","190",14
"23","167",15
"24","183",15
"26","139",16
"28","110",16
"29","135",17
"30","161",17
"31","143",18
"32","169",18
"33","127",19
"34","131",20
"35","155",21
"36","177",22
"37","157",23
"38","159",23
"44","69",24
"45","186",25
"50","102",26
"17","134",26
"27","197",26
"40","195",27
"53","71",27
"58","152",28
"61","89",29
"41","187",29
"56","67",29
"57","126",29
"60","174",30
"67","188",30
"63","136",30
"65","77",30
"69","81",30
"42","173",30
"43","115",31
"70","138",31
"79","91",31
"46","149",31
"73","61",31
"68","104",31
"80","1",31
"76","95",31
"74","112",31
"39","165",31
"47","153",32
"48","163",32
"72","59",32
"86","25",32
"88","7",32
"66","47",32
"55","57",32
"81","106",32
"82","51",32
"94","75",32
"52","133",32
"77","43",32
"83","83",33
"97","63",33
"87","37",33
"100","79",33
"49","125",33
"103","53",33
"104","85",34
"62","11",34
"59","76",34
"51","137",34
"95","168",34
"107","45",34
"108","9",34
"78","87",34
"54","151",34
"111","21",34
"114","49",34
"109","108",35
"96","5",35
"84","146",35
"93","3",35
"92","128",36
"106","172",36
"118","178",36
"119","19",36
"101","116",36
"91","118",36
"64","145",36
"113","33",36
"116","15",36
"98","132",36
"89","130",36
"112","23",36
"127","122",36
"129","148",36
"75","179",36
"133","17",36
"141","41",36
"131","164",37
"115","13",37
"71","181",37
"122","35",37
"142","55",37
"117","162",37
"145","97",37
"146","99",37
"130","160",38
"139","39",38
"144","93",39
"132","166",40
"102","28",40
"138","31",40
"105","170",40
"134","180",40
"136","27",40
"85","199",40
"135","184",40
"90","16",40
"126","114",40
"120","198",40
"124","72",40
"125","8",40
"137","29",40
"128","124",41
"110","182",41
"140","4",41
"123","38",41
"157","60",41
"152","44",42
"99","32",42
"151","34",42
"147","100",43
"161","80",43
"150","30",44
"148","12",45
"121","2",45
"160","78",45
"143","64",45
"154","54",46
"155","56",46
"158","66",46
"171","65",46
"167","142",47
"162","82",47
"159","68",48
"153","52",49
"172","73",49
"169","36",50
"164","90",50
"177","140",50
"163","86",50
"173","88",50
"174","94",50
"176","120",50
"178","150",50
"170","48",50
"165","96",50
"166","98",50
"180","158",50
"187","70",51
"185","50",52
"156","6",52
"149","24",53
"179","156",53
"188","92",54
"175","10",55
"184","42",56
"186","62",57
"193","18",57
"199","74",58
"191","154",59
"181","194",59
"182","20",59
"183","40",60
"197","46",60
"195","22",61
"189","14",62
"168","193",62
"196","26",62
"198","58",63
"192","171",64
"194","200",65
"200","84",66
"190","144",67
