"","Final.Ranking.Matrix.alternative","Final.Ranking.Matrix.ranking"
"1","101",1
"2","112",2
"3","180",3
"4","113",4
"5","163",5
"6","153",6
"7","162",7
"8","167",7
"10","130",8
"9","175",8
"13","103",9
"11","119",9
"14","187",9
"12","105",9
"15","139",10
"17","106",10
"18","117",11
"16","189",11
"20","81",11
"24","93",12
"25","177",13
"26","53",13
"21","147",13
"22","47",13
"19","152",13
"29","104",13
"23","80",13
"27","107",14
"31","75",14
"30","188",14
"32","111",15
"33","169",16
"38","3",16
"37","5",16
"39","77",17
"36","157",17
"41","1",17
"43","51",18
"47","150",19
"34","66",19
"35","94",19
"48","9",19
"45","95",19
"50","148",19
"42","2",19
"51","63",19
"52","122",20
"28","181",20
"40","165",21
"44","155",22
"59","7",22
"55","99",22
"46","109",22
"57","45",22
"60","108",22
"61","160",22
"58","73",22
"49","125",22
"53","161",23
"68","97",23
"67","164",24
"54","145",24
"63","100",24
"71","11",24
"70","178",24
"56","183",24
"62","149",25
"72","17",25
"66","12",25
"64","143",25
"76","91",25
"73","168",25
"69","186",25
"75","65",25
"77","132",25
"65","54",25
"74","129",26
"79","52",27
"83","21",27
"82","33",27
"85","79",27
"84","59",28
"87","13",28
"86","15",28
"78","86",28
"80","159",29
"94","25",29
"81","127",29
"89","126",30
"91","174",30
"95","37",30
"97","4",30
"92","190",30
"96","28",30
"104","35",30
"90","16",30
"101","114",30
"107","166",30
"105","42",30
"108","49",30
"106","138",31
"110","57",32
"98","67",32
"93","197",32
"109","27",32
"111","76",32
"113","134",33
"103","32",33
"112","78",33
"114","30",34
"88","191",34
"117","170",34
"118","6",34
"122","88",35
"116","124",35
"99","123",35
"100","185",35
"124","39",35
"115","102",35
"102","151",35
"128","31",35
"127","29",36
"131","110",36
"123","36",36
"125","8",36
"120","38",36
"121","46",36
"130","84",36
"137","23",36
"136","60",36
"129","62",36
"119","121",36
"133","83",36
"126","137",36
"142","41",36
"139","72",36
"143","87",36
"144","96",37
"132","141",37
"147","146",37
"138","71",37
"146","136",37
"150","43",38
"134","133",38
"154","140",38
"152","74",38
"157","89",38
"140","131",38
"155","176",38
"135","173",38
"156","55",38
"149","40",38
"151","48",38
"159","154",38
"158","34",38
"160","156",39
"153","98",39
"145","179",39
"148","195",40
"166","19",40
"162","58",40
"141","135",40
"161","24",40
"163","69",41
"171","144",41
"168","92",41
"175","192",41
"173","172",42
"167","64",42
"178","56",42
"172","158",43
"165","171",43
"174","18",43
"170","14",44
"164","115",44
"180","90",45
"177","26",46
"179","70",47
"195","61",47
"191","199",48
"169","10",48
"188","194",48
"187","193",49
"184","142",50
"190","198",51
"176","22",51
"185","182",52
"182","118",53
"193","44",53
"186","184",54
"198","85",54
"183","128",55
"192","20",55
"197","82",56
"189","196",57
"194","50",58
"181","116",59
"196","68",60
"199","120",61
"200","200",62
