"","Final.Ranking.Matrix.alternative","Final.Ranking.Matrix.ranking"
"1","137",1
"2","102",2
"3","174",3
"4","138",4
"5","136",5
"6","104",6
"7","146",7
"8","172",8
"9","8",8
"11","152",9
"12","126",10
"13","112",11
"14","106",12
"15","111",13
"16","108",14
"17","192",14
"18","188",15
"20","144",16
"21","70",17
"22","168",18
"24","105",19
"25","122",19
"27","164",20
"28","178",21
"30","142",22
"32","101",23
"34","113",24
"37","161",25
"39","94",25
"41","54",26
"10","83",26
"42","28",26
"43","36",26
"29","198",26
"31","162",27
"47","100",27
"26","130",27
"33","158",27
"49","56",27
"23","84",27
"36","132",28
"50","66",28
"40","148",28
"52","44",28
"58","4",29
"19","98",29
"59","68",29
"44","134",29
"38","186",29
"68","103",29
"46","62",29
"35","24",29
"48","140",30
"55","16",31
"56","2",31
"69","119",31
"72","34",32
"60","96",32
"45","190",32
"79","18",32
"51","160",32
"87","72",32
"88","88",32
"54","124",32
"82","12",32
"85","171",32
"86","30",32
"90","185",33
"53","5",33
"92","50",33
"71","32",33
"73","86",33
"89","92",33
"77","10",33
"95","60",33
"93","82",33
"63","156",33
"91","38",33
"76","6",33
"57","87",33
"61","61",34
"74","78",34
"62","89",34
"98","177",34
"102","80",34
"101","169",35
"64","9",35
"80","117",35
"75","191",35
"108","48",35
"112","74",35
"96","131",35
"105","157",35
"67","176",35
"107","46",35
"109","52",36
"104","90",36
"65","114",36
"66","120",36
"70","180",37
"106","20",37
"120","40",37
"113","107",38
"81","1",38
"99","147",38
"103","167",38
"119","22",38
"115","139",39
"100","151",39
"78","166",39
"128","187",39
"97","7",39
"121","109",39
"114","127",39
"83","170",39
"124","14",39
"118","189",39
"122","115",39
"129","42",39
"125","143",40
"123","133",41
"127","183",42
"84","182",42
"131","64",42
"110","67",42
"111","71",42
"117","17",43
"134","26",43
"130","47",43
"116","165",43
"145","58",43
"135","85",43
"147","76",43
"126","145",43
"136","149",43
"94","150",43
"138","179",43
"146","69",43
"143","45",44
"140","21",45
"142","43",46
"144","57",47
"132","125",47
"133","181",48
"152","19",48
"157","81",48
"149","15",49
"137","159",49
"141","33",49
"158","93",50
"156","55",51
"148","11",52
"139","184",52
"161","3",52
"159","97",52
"160","99",52
"172","23",52
"154","39",52
"155","53",52
"173","73",52
"151","163",52
"169","194",52
"150","153",52
"166","155",52
"168","175",53
"153","195",53
"165","154",54
"164","129",55
"167","173",56
"181","41",56
"190","91",56
"171","200",56
"191","95",56
"162","110",56
"175","25",56
"179","35",57
"174","13",58
"163","123",58
"180","37",58
"186","65",58
"184","59",59
"189","79",59
"170","196",59
"187","75",59
"176","27",60
"178","31",60
"182","49",60
"185","63",60
"183","51",61
"188","77",62
"177","29",63
"192","141",64
"193","135",65
"196","118",65
"198","128",66
"195","116",67
"194","197",67
"197","121",68
"200","199",69
"199","193",70
