"","Final.Ranking.Matrix.alternative","Final.Ranking.Matrix.ranking"
"1","191",1
"2","110",2
"3","195",3
"8","104",4
"9","112",4
"4","144",4
"5","116",5
"10","126",5
"6","128",5
"11","190",5
"12","109",6
"7","118",6
"13","108",7
"14","174",7
"15","134",8
"16","130",9
"17","192",10
"19","102",11
"20","105",12
"21","138",13
"23","176",14
"24","136",15
"26","186",16
"27","188",17
"28","146",18
"29","168",19
"31","107",20
"18","84",20
"22","162",21
"25","152",22
"30","122",23
"32","150",24
"33","114",25
"34","140",25
"38","4",25
"41","121",26
"35","156",26
"36","164",26
"37","178",26
"46","196",26
"40","106",26
"42","124",26
"43","148",26
"44","158",27
"45","172",27
"48","175",28
"50","180",29
"51","80",29
"53","101",30
"55","123",31
"59","36",31
"61","76",32
"62","113",33
"64","30",34
"39","182",34
"67","88",34
"68","141",35
"49","132",35
"60","28",35
"63","129",36
"65","12",37
"77","169",37
"71","54",37
"79","66",37
"80","8",37
"73","68",37
"74","34",38
"47","189",38
"52","2",39
"81","100",39
"82","119",39
"57","6",39
"72","78",39
"54","142",39
"94","135",39
"92","18",39
"75","137",39
"56","184",39
"76","16",39
"85","90",39
"58","198",39
"99","103",39
"100","157",39
"83","94",39
"102","111",39
"107","40",39
"108","48",39
"110","74",39
"104","185",40
"109","72",40
"84","117",40
"88","52",40
"86","96",40
"106","38",40
"87","32",40
"111","92",40
"90","98",40
"119","56",40
"96","181",40
"115","183",40
"123","60",40
"93","131",40
"103","171",40
"89","86",40
"113","127",40
"126","26",40
"125","177",41
"78","51",41
"128","14",41
"124","64",41
"66","166",41
"70","170",42
"95","147",42
"133","161",42
"122","42",42
"132","149",42
"91","151",42
"136","46",42
"69","160",42
"105","24",42
"135","44",42
"129","62",42
"98","71",42
"131","10",42
"114","165",42
"139","22",42
"97","3",42
"112","1",42
"121","145",42
"118","125",42
"134","173",42
"180","70",42
"157","163",43
"130","7",43
"184","82",43
"143","83",43
"153","153",43
"174","50",43
"142","77",43
"146","91",43
"150","139",43
"177","58",43
"151","143",44
"116","93",44
"147","95",44
"160","20",44
"138","21",44
"159","187",44
"158","167",45
"120","73",45
"156","159",45
"154","154",46
"101","194",46
"155","155",46
"141","53",46
"144","85",46
"127","97",46
"171","45",46
"182","79",46
"140","35",46
"145","89",46
"172","49",46
"178","59",46
"149","133",47
"165","31",47
"152","15",48
"179","67",49
"137","13",49
"183","81",49
"162","25",50
"169","41",50
"181","75",50
"117","120",50
"166","33",50
"163","27",51
"176","57",52
"148","11",53
"167","37",54
"170","43",55
"186","99",55
"164","29",56
"168","39",56
"173","5",57
"175","55",58
"189","179",58
"190","19",59
"185","87",59
"161","23",60
"197","9",60
"194","63",61
"191","197",62
"187","115",63
"196","69",64
"188","17",65
"192","200",66
"195","65",67
"193","61",68
"200","47",69
"199","199",70
"198","193",71
