node,hopcount,latency,power,deploymentPenalty,cost
0,6,705,655.0,40,40
1,6,792,764.5,1,40
2,6,754,805.5,40,40
3,5,719,714.5,1,40
4,5,763,781.5,40,40
5,6,781,805.5,1,40
6,6,734,664.0,40,40
7,6,757,681.0,1,40
8,6,809,690.0,40,40
9,7,899,783.0,1,40
10,6,830,789.5,40,40
11,7,868,590.5,1,40
12,7,863,772.5,40,40
13,7,945,691.0,1,40
14,7,825,745.0,40,40
15,5,770,824.0,1,40
16,6,879,709.5,40,40
17,7,886,584.5,1,40
18,7,937,669.0,40,40
19,7,929,815.0,1,40
20,7,813,693.0,40,40
21,7,908,782.0,1,40
22,7,865,818.5,40,40
23,7,807,838.0,1,40
24,6,914,716.5,40,40
25,7,959,609.0,1,40
26,7,893,769.0,40,40
27,6,804,579.5,1,40
28,7,911,806.0,40,40
29,6,745,725.0,1,40
30,7,917,651.0,40,40
31,6,790,816.5,1,40
32,7,807,780.5,40,40
33,6,912,559.0,1,40
34,7,881,632.5,40,40
35,7,783,570.0,1,40
36,6,914,757.5,40,40
37,6,852,741.5,1,40
38,7,854,784.0,40,40
39,7,900,660.5,1,40
40,7,880,703.5,40,40
41,7,944,780.5,1,40
42,7,870,753.0,40,40
43,6,907,611.5,1,40
44,6,827,647.5,40,40
45,7,1383,746.0,1,40
46,6,1041,527.5,40,40
47,7,890,721.5,1,40
48,6,849,655.0,40,40
49,6,886,724.5,1,40
50,7,948,580.0,40,40
51,6,904,765.5,1,40
52,6,935,677.5,40,40
53,7,774,596.0,1,40
54,7,931,758.0,40,40
55,7,919,623.0,1,40
56,6,803,780.0,40,40
57,7,903,733.5,1,40
58,6,999,568.0,40,40
59,6,880,614.0,1,40
60,6,799,573.0,40,40
61,6,862,791.0,1,40
62,5,786,737.5,40,40
63,6,824,798.5,1,40
64,6,942,733.0,40,40
65,7,886,645.0,1,40
66,7,849,529.0,40,40
67,6,923,746.0,1,40
68,6,809,589.0,40,40
69,6,1004,694.5,1,40
70,6,871,541.5,40,40
71,6,840,651.0,1,40
72,7,796,805.0,40,40
73,7,890,635.0,1,40
74,6,813,626.0,40,40
75,5,682,718.5,1,40
76,6,797,545.0,40,40
77,6,948,533.0,1,40
78,6,993,681.0,40,40
79,6,928,650.0,1,40
80,5,697,659.5,40,40
81,7,929,749.5,1,40
82,6,879,566.0,40,40
83,7,816,813.0,1,40
84,7,885,646.0,40,40
85,6,886,822.0,1,40
86,6,988,796.5,40,40
87,6,807,682.5,1,40
88,6,799,711.0,40,40
89,5,723,807.5,1,40
90,6,934,614.0,40,40
91,7,1054,753.5,1,40
92,7,798,786.5,40,40
93,6,936,542.0,1,40
94,6,805,579.0,40,40
95,5,707,803.5,1,40
96,6,745,778.5,40,40
97,6,783,800.0,1,40
98,6,837,780.0,40,40
99,6,797,714.0,1,40
100,5,665,527.5,40,1
101,6,821,557.0,1,1
102,6,975,659.5,40,1
103,6,996,567.0,1,1
104,5,810,541.0,40,1
105,5,735,750.0,1,1
106,4,648,657.0,40,1
107,7,828,668.0,1,1
108,6,788,715.5,40,1
109,5,766,652.0,1,1
110,5,715,715.0,40,1
111,6,753,572.5,1,1
112,4,633,577.0,40,1
113,7,908,797.5,1,1
114,7,1064,763.5,40,1
115,6,1021,759.0,1,1
116,5,798,552.0,40,1
117,6,937,819.0,1,1
118,5,744,565.5,40,1
119,8,1169,741.5,1,1
120,6,919,661.5,40,1
121,7,1032,651.5,1,1
122,7,953,540.5,40,1
123,7,934,815.5,1,1
124,7,1212,551.5,40,1
125,6,963,542.0,1,1
126,6,807,796.0,40,1
127,6,952,808.5,1,1
128,5,834,541.0,40,1
129,7,837,563.0,1,1
130,7,965,820.5,40,1
131,5,828,821.5,1,1
132,7,1044,824.5,40,1
133,5,705,809.5,1,1
134,7,1031,609.5,40,1
135,7,890,540.0,1,1
136,7,1044,553.5,40,1
137,6,781,573.5,1,1
138,6,784,663.5,40,1
139,8,993,653.0,1,1
140,7,989,590.5,40,1
141,6,946,768.0,1,1
142,7,954,770.5,40,1
143,8,1044,657.5,1,1
144,7,1245,574.0,40,1
145,8,891,586.0,1,1
146,5,846,531.5,40,1
147,6,860,691.0,1,1
148,7,966,740.5,40,1
149,7,1186,624.0,1,1
150,8,1231,540.5,40,1
151,5,663,645.5,1,1
152,7,918,766.0,40,1
153,7,963,7500.0,1,1
154,7,1068,613.0,40,1
155,7,958,620.0,1,1
156,7,870,690.0,40,1
157,8,1174,771.0,1,1
158,7,1045,716.0,40,1
159,6,921,704.0,1,1
160,6,787,673.0,40,1
161,7,816,630.0,1,1
162,7,918,749.5,40,1
163,7,929,679.5,1,1
164,7,1179,558.0,40,1
165,6,940,726.0,1,1
166,6,765,838.5,40,1
167,7,1021,604.5,1,1
168,7,965,668.0,40,1
169,5,949,801.5,1,1
170,7,1441,684.0,40,1
171,7,905,768.0,1,1
172,7,1266,594.0,40,1
173,6,760,545.0,1,1
174,7,911,581.5,40,1
175,5,792,717.0,1,1
176,7,911,623.5,40,1
177,7,1006,722.5,1,1
178,7,1099,818.0,40,1
179,7,816,739.0,1,1
180,8,1041,574.0,40,1
181,6,1170,771.5,1,1
182,6,1005,809.0,40,1
183,7,1065,802.0,1,1
184,6,806,622.0,40,1
185,3,402,596.0,1,1
186,6,827,738.0,40,1
187,5,745,606.0,1,1
188,6,910,807.0,40,1
189,5,786,551.5,1,1
190,6,997,561.0,40,1
191,5,738,663.0,1,1
192,6,1293,664.5,40,1
193,8,1290,586.5,1,1
194,7,1077,810.5,40,1
195,6,948,618.0,1,1
196,2,210,666.0,40,1
197,7,984,595.5,1,1
198,1,0,748.5,40,1
199,8,1224,734.0,1,1
