node,hopcount,latency,power,deploymentPenalty,cost
0,2,58,655.0,1,40
1,4,93,764.5,40,40
2,3,77,805.5,1,40
3,3,244,714.5,40,40
4,3,124,781.5,1,40
5,3,188,805.5,40,40
6,3,85,664.0,1,40
7,3,196,681.0,40,40
8,4,170,690.0,1,40
9,4,338,783.0,40,40
10,4,164,789.5,1,40
11,5,169,590.5,40,40
12,4,270,772.5,1,40
13,4,352,691.0,40,40
14,3,178,745.0,1,40
15,3,104,824.0,40,40
16,4,240,709.5,1,40
17,4,237,584.5,40,40
18,4,376,669.0,1,40
19,4,368,815.0,40,40
20,3,166,693.0,1,40
21,4,259,782.0,40,40
22,4,304,818.5,1,40
23,4,246,838.0,40,40
24,4,248,716.5,1,40
25,4,366,609.0,40,40
26,4,300,769.0,1,40
27,4,138,579.5,40,40
28,4,318,806.0,1,40
29,4,270,725.0,40,40
30,4,324,651.0,1,40
31,4,124,816.5,40,40
32,3,160,780.5,1,40
33,4,246,559.0,40,40
34,4,288,632.5,1,40
35,3,136,570.0,40,40
36,4,248,757.5,1,40
37,4,186,741.5,40,40
38,4,205,784.0,1,40
39,4,223,660.5,40,40
40,4,231,703.5,1,40
41,5,245,780.5,40,40
42,4,344,753.0,1,40
43,4,143,611.5,40,40
44,4,352,647.5,1,40
45,4,263,746.0,40,40
46,3,465,527.5,1,40
47,4,213,721.5,40,40
48,4,374,655.0,1,40
49,4,343,724.5,40,40
50,3,110,580.0,1,40
51,4,238,765.5,40,40
52,5,174,677.5,1,40
53,4,125,596.0,40,40
54,4,385,758.0,1,40
55,4,326,623.0,40,40
56,4,282,780.0,1,40
57,4,328,733.5,40,40
58,4,260,568.0,1,40
59,4,214,614.0,40,40
60,4,160,573.0,1,40
61,4,223,791.0,40,40
62,4,499,737.5,1,40
63,4,257,798.5,40,40
64,4,454,733.0,1,40
65,2,105,645.0,40,40
66,4,329,529.0,1,40
67,3,228,746.0,40,40
68,4,444,589.0,1,40
69,4,338,694.5,40,40
70,4,232,541.5,1,40
71,4,174,651.0,40,40
72,2,162,805.0,1,40
73,4,213,635.0,40,40
74,4,246,626.0,1,40
75,4,382,718.5,40,40
76,2,166,545.0,1,40
77,4,330,533.0,40,40
78,4,505,681.0,1,40
79,4,260,650.0,40,40
80,5,129,659.5,1,40
81,4,368,749.5,40,40
82,4,240,566.0,1,40
83,4,139,813.0,40,40
84,4,233,646.0,1,40
85,4,135,822.0,40,40
86,4,349,796.5,1,40
87,4,145,682.5,40,40
88,4,160,711.0,1,40
89,4,332,807.5,40,40
90,4,183,614.0,1,40
91,2,58,753.5,40,40
92,4,121,786.5,1,40
93,4,455,542.0,40,40
94,3,208,579.0,1,40
95,4,240,803.5,40,40
96,4,270,778.5,1,40
97,4,260,800.0,40,40
98,3,262,780.0,1,40
99,3,222,714.0,40,40
100,3,98,527.5,1,1
101,4,182,557.0,40,1
102,4,346,659.5,1,1
103,1,0,567.0,40,1
104,4,218,541.0,1,1
105,4,368,750.0,40,1
106,3,348,657.0,1,1
107,3,195,668.0,40,1
108,2,74,715.5,1,1
109,3,186,652.0,40,1
110,3,172,715.0,1,1
111,3,234,572.5,40,1
112,4,254,577.0,1,1
113,3,277,797.5,40,1
114,5,425,763.5,1,1
115,4,441,759.0,40,1
116,5,419,552.0,1,1
117,4,357,819.0,40,1
118,5,365,565.5,1,1
119,5,608,741.5,40,1
120,4,339,661.5,1,1
121,5,403,651.5,40,1
122,3,239,540.5,1,1
123,4,337,815.5,40,1
124,5,583,551.5,1,1
125,5,371,542.0,40,1
126,5,416,796.0,1,1
