"","Final.Ranking.Matrix.alternative","Final.Ranking.Matrix.ranking"
"1","152",1
"2","188",2
"3","106",3
"4","174",3
"5","117",4
"6","186",4
"7","112",5
"8","138",6
"9","102",7
"10","132",7
"11","130",8
"12","136",9
"13","162",9
"14","108",10
"15","126",10
"16","180",10
"17","190",10
"18","104",11
"19","110",12
"20","148",12
"21","192",13
"22","170",14
"23","146",15
"24","160",15
"25","176",15
"26","134",16
"27","166",17
"28","168",18
"29","164",19
"30","178",19
"31","172",20
"32","113",21
"33","142",21
"34","156",21
"35","198",22
"36","114",23
"38","124",24
"40","101",25
"42","196",26
"37","122",26
"39","140",27
"47","116",27
"45","118",27
"48","119",27
"46","128",27
"49","147",28
"51","111",28
"50","182",28
"52","107",29
"53","105",30
"41","150",30
"43","144",31
"44","158",31
"55","120",32
"57","139",32
"58","161",32
"56","200",32
"63","187",33
"61","157",34
"54","184",34
"59","103",35
"62","177",35
"60","129",36
"66","127",37
"65","163",37
"64","153",38
"67","175",38
"68","149",39
"70","167",39
"73","194",39
"69","121",39
"72","169",40
"75","183",40
"71","137",40
"78","4",40
"74","131",40
"79","96",40
"76","189",40
"81","197",41
"80","143",42
"82","191",42
"83","90",42
"77","181",42
"85","151",43
"84","115",44
"88","30",44
"89","8",45
"87","109",45
"91","54",46
"97","2",46
"95","94",46
"86","133",46
"90","165",47
"100","100",47
"92","159",47
"93","125",48
"96","80",48
"103","6",48
"106","88",48
"107","98",48
"104","76",49
"98","145",49
"99","34",49
"102","36",49
"101","28",50
"105","86",50
"108","18",51
"111","12",52
"110","84",52
"114","185",52
"94","179",52
"113","16",52
"121","62",52
"112","123",52
"132","50",52
"109","24",52
"118","52",52
"115","32",52
"131","48",52
"134","66",52
"138","74",52
"126","193",53
"129","40",53
"137","72",53
"125","173",54
"128","38",54
"133","58",54
"119","56",54
"120","60",55
"135","68",55
"140","92",55
"117","26",55
"123","14",55
"139","82",55
"127","199",56
"116","195",56
"124","141",57
"141","10",57
"143","22",57
"144","42",58
"136","70",58
"130","44",59
"153","171",59
"142","20",59
"145","64",59
"122","135",59
"190","81",59
"151","155",60
"179","63",61
"184","71",61
"187","77",61
"172","5",62
"183","7",63
"178","61",64
"198","95",64
"188","78",65
"186","75",66
"199","97",66
"181","67",67
"195","9",67
"150","154",68
"146","1",69
"168","45",69
"191","83",70
"160","3",71
"189","79",71
"169","46",72
"171","49",73
"182","69",74
"200","99",75
"152","17",76
"163","35",77
"166","41",77
"192","85",77
"197","93",77
"185","73",78
"196","91",78
"148","13",79
"176","57",79
"165","39",80
"177","59",81
"158","27",82
"173","51",82
"161","31",83
"167","43",84
"174","53",84
"147","11",85
"156","23",85
"180","65",86
"155","21",87
"154","19",88
"175","55",89
"159","29",90
"149","15",91
"157","25",91
"162","33",92
"164","37",93
"194","89",93
"193","87",94
"170","47",95
