"","Final.Ranking.Matrix.alternative","Final.Ranking.Matrix.ranking"
"1","188",1
"2","192",2
"3","152",3
"5","106",4
"4","174",4
"6","112",5
"8","124",5
"7","138",5
"9","102",6
"10","122",6
"12","186",6
"11","104",7
"13","162",8
"14","132",9
"15","180",10
"16","130",11
"17","136",12
"18","108",13
"19","190",13
"20","110",14
"22","148",14
"23","170",15
"24","134",16
"25","160",17
"26","113",18
"28","176",19
"29","166",20
"32","142",21
"21","126",21
"30","172",22
"31","164",23
"38","101",23
"33","156",23
"36","114",24
"27","146",24
"37","198",24
"44","119",24
"34","168",24
"35","178",24
"47","103",24
"46","196",24
"50","111",24
"52","109",25
"48","117",25
"39","140",25
"53","116",25
"51","105",26
"41","150",26
"54","107",26
"42","144",26
"40","158",26
"55","182",26
"43","118",26
"45","128",26
"49","147",26
"59","139",26
"60","161",26
"57","175",26
"61","165",27
"63","187",27
"58","120",27
"56","123",27
"64","200",27
"62","157",28
"65","125",29
"66","141",30
"67","169",30
"70","127",30
"69","177",30
"68","129",31
"71","184",31
"72","163",32
"74","167",32
"73","153",32
"77","4",32
"78","135",33
"75","143",33
"81","96",33
"76","149",33
"82","194",33
"83","90",34
"84","137",35
"85","121",36
"79","131",36
"87","30",36
"88","8",37
"80","183",37
"86","36",37
"93","95",37
"89","189",37
"94","197",37
"91","98",37
"95","80",38
"97","145",38
"96","191",38
"101","2",38
"98","6",38
"104","100",38
"92","151",38
"99","94",38
"107","72",38
"108","88",38
"100","115",38
"102","28",38
"90","181",38
"111","76",38
"103","86",38
"105","12",39
"113","16",39
"109","18",39
"110","24",39
"117","44",39
"112","84",39
"118","32",40
"121","62",40
"119","54",40
"120","56",40
"125","50",40
"114","133",40
"124","48",40
"126","52",40
"128","66",40
"129","74",40
"130","92",40
"106","34",40
"133","185",40
"115","159",40
"116","179",40
"143","68",40
"138","40",41
"137","38",42
"131","10",43
"140","46",43
"127","60",43
"145","82",44
"136","22",45
"132","14",46
"122","26",46
"135","20",47
"142","64",47
"157","193",47
"139","42",47
"141","58",47
"155","173",47
"144","70",47
"154","171",47
"158","199",48
"146","81",48
"152","155",49
"134","195",49
"174","5",50
"147","1",51
"123","47",51
"181","63",52
"189","77",52
"185","7",53
"175","51",54
"180","61",55
"199","97",55
"183","67",56
"186","71",57
"190","78",57
"195","89",57
"196","9",57
"164","3",58
"188","75",58
"172","45",59
"192","83",59
"151","154",60
"159","21",60
"191","79",60
"150","15",61
"173","49",62
"184","69",63
"166","33",64
"200","99",64
"198","93",65
"153","17",66
"149","13",67
"167","35",67
"187","73",67
"170","41",68
"178","57",69
"193","85",69
"169","39",70
"197","91",70
"162","27",71
"179","59",71
"160","23",72
"176","53",73
"148","11",74
"171","43",74
"165","31",75
"182","65",76
"156","19",77
"177","55",78
"163","29",79
"161","25",80
"168","37",81
"194","87",82
