"","Final.Ranking.Matrix.alternative","Final.Ranking.Matrix.ranking"
"1","110",1
"2","144",2
"3","191",3
"4","116",4
"5","104",5
"6","112",5
"7","126",5
"8","108",6
"9","190",6
"10","128",7
"11","192",7
"12","118",8
"13","186",8
"14","195",8
"15","174",9
"16","130",10
"17","176",10
"18","102",11
"19","136",11
"20","150",11
"21","162",11
"22","138",12
"23","152",13
"24","134",14
"25","146",15
"26","188",15
"27","168",16
"28","182",16
"29","122",17
"30","156",17
"31","164",18
"32","178",18
"33","196",18
"34","106",19
"35","140",19
"36","148",19
"37","114",20
"38","158",20
"39","172",20
"40","180",20
"41","124",21
"42","142",22
"43","132",23
"45","184",24
"48","170",25
"44","198",25
"51","105",25
"46","166",25
"47","160",26
"49","194",27
"50","120",28
"52","101",29
"53","123",30
"54","129",31
"58","107",31
"59","109",31
"63","121",31
"61","113",32
"65","141",32
"71","175",32
"60","111",33
"64","135",33
"56","137",33
"69","169",33
"62","119",34
"72","177",35
"74","185",35
"55","117",35
"57","103",36
"67","157",36
"68","161",36
"73","181",37
"66","149",38
"75","163",39
"78","173",39
"76","147",40
"79","145",41
"82","151",42
"77","153",42
"83","165",42
"80","125",43
"84","187",43
"87","200",43
"70","171",43
"86","189",43
"81","139",43
"85","127",44
"90","183",44
"89","159",45
"91","131",46
"88","143",46
"92","155",47
"93","84",47
"94","167",48
"95","197",48
"96","133",49
"97","179",50
"98","4",51
"99","115",52
"100","80",53
"102","36",53
"101","78",53
"103","94",54
"105","34",55
"106","2",56
"107","12",57
"109","6",58
"104","28",58
"110","54",58
"111","30",59
"112","76",59
"113","88",59
"114","68",60
"115","66",61
"116","8",61
"117","100",62
"121","96",63
"119","48",64
"120","74",64
"126","90",64
"123","40",65
"124","52",65
"125","72",65
"131","60",65
"108","18",65
"128","32",65
"129","38",65
"130","56",65
"132","92",65
"118","16",65
"136","98",65
"122","26",65
"134","44",66
"127","199",66
"137","14",66
"142","42",66
"147","64",66
"138","10",67
"139","193",67
"143","46",67
"144","50",67
"145","58",67
"146","62",67
"148","70",67
"149","82",67
"135","86",67
"141","22",67
"140","20",68
"133","24",68
"185","71",69
"174","51",70
"150","1",71
"191","83",72
"188","77",73
"178","59",74
"182","67",74
"162","3",75
"196","91",75
"198","95",75
"184","7",76
"154","154",77
"157","21",77
"170","45",77
"172","49",78
"175","53",78
"189","79",78
"192","85",78
"153","15",79
"197","93",79
"163","31",80
"165","35",80
"190","81",80
"194","89",80
"199","97",80
"186","73",81
"159","25",82
"168","41",82
"187","75",82
"152","13",83
"164","33",83
"160","27",84
"166","37",85
"169","43",85
"177","57",86
"200","99",86
"167","39",87
"173","5",87
"151","11",88
"156","19",88
"176","55",88
"193","87",89
"161","29",90
"195","9",91
"158","23",92
"171","47",93
"183","69",93
"180","63",94
"179","61",95
"155","17",96
"181","65",97
