"","Final.Ranking.Matrix.alternative","Final.Ranking.Matrix.ranking"
"1","112",1
"2","104",2
"3","110",3
"4","130",4
"5","175",5
"6","162",6
"7","180",7
"8","106",8
"9","188",9
"10","126",10
"11","190",10
"12","174",11
"13","146",12
"14","102",13
"15","138",14
"16","128",15
"17","152",15
"18","134",16
"19","118",17
"20","108",18
"21","116",19
"23","168",20
"24","176",21
"25","178",22
"26","124",23
"27","122",24
"28","109",25
"29","164",26
"30","150",27
"31","148",28
"22","136",28
"33","192",29
"35","160",29
"36","186",30
"37","140",31
"32","114",31
"41","166",31
"43","123",32
"34","158",32
"38","142",33
"39","182",34
"42","101",35
"46","105",35
"48","120",36
"40","132",36
"44","172",37
"50","141",37
"51","169",38
"54","156",38
"55","135",39
"56","107",40
"45","196",40
"57","113",40
"47","198",40
"60","121",40
"52","170",40
"59","111",40
"49","144",40
"58","163",40
"61","177",40
"62","191",40
"63","103",41
"53","194",41
"66","145",42
"64","153",42
"67","184",43
"65","129",44
"68","161",45
"69","171",46
"70","119",47
"72","189",48
"73","131",49
"71","143",49
"74","117",50
"80","159",50
"77","187",50
"81","193",50
"78","139",51
"75","183",51
"79","155",51
"76","167",51
"85","157",52
"84","147",53
"86","28",53
"87","151",54
"91","8",54
"89","16",54
"82","195",54
"92","80",54
"83","127",54
"88","44",54
"90","32",55
"94","94",56
"93","64",57
"95","34",58
"98","6",58
"96","165",59
"97","36",60
"101","68",60
"102","72",61
"99","78",61
"100","125",62
"103","38",62
"106","60",63
"104","149",63
"107","4",64
"108","96",64
"113","200",64
"110","52",64
"114","66",64
"112","2",65
"109","24",65
"116","98",65
"117","100",66
"105","133",66
"111","86",66
"115","54",67
"119","30",67
"120","115",68
"122","56",69
"125","74",70
"126","92",70
"118","12",70
"127","14",70
"129","82",70
"130","10",71
"128","50",71
"124","26",71
"131","70",71
"133","88",72
"123","137",72
"132","40",73
"136","90",73
"121","18",73
"134","181",73
"135","20",73
"137","185",74
"139","48",74
"140","58",74
"141","84",74
"143","76",75
"145","42",76
"138","197",76
"144","22",76
"146","51",77
"147","62",78
"155","173",78
"142","179",78
"148","46",78
"198","95",79
"185","71",80
"183","69",81
"180","63",82
"182","67",82
"149","1",83
"157","199",84
"187","75",84
"178","59",85
"177","57",86
"188","77",86
"189","79",86
"196","91",86
"150","11",87
"153","154",88
"184","7",89
"160","25",90
"166","35",91
"167","37",92
"163","3",93
"192","85",93
"151","13",94
"193","87",94
"158","21",95
"164","31",95
"190","81",95
"152","15",96
"161","27",96
"197","93",96
"170","43",97
"186","73",97
"165","33",98
"156","19",99
"159","23",99
"162","29",100
"175","53",101
"200","99",102
"176","55",103
"194","89",103
"174","5",104
"169","41",105
"195","9",106
"168","39",107
"181","65",108
"191","83",109
"172","47",110
"199","97",111
"171","45",112
"154","17",113
"179","61",114
"173","49",115
