"","Final.Ranking.Matrix.alternative","Final.Ranking.Matrix.ranking"
"1","197",1
"2","113",2
"3","107",3
"4","101",4
"5","119",5
"6","105",6
"7","117",6
"8","186",6
"9","147",7
"10","111",8
"11","129",8
"12","199",9
"13","109",10
"14","139",10
"15","161",10
"16","185",11
"17","127",12
"18","187",12
"19","191",12
"21","167",13
"22","157",14
"23","121",15
"26","103",16
"25","177",16
"20","123",16
"29","153",16
"30","163",16
"32","189",17
"24","137",17
"27","141",18
"28","175",18
"31","135",19
"33","149",20
"34","169",20
"35","143",21
"37","183",21
"36","159",21
"39","155",22
"49","152",22
"43","165",22
"46","125",23
"52","193",23
"41","115",23
"48","145",23
"57","188",23
"50","190",23
"58","192",23
"54","110",24
"40","181",24
"38","131",24
"51","174",24
"56","176",25
"59","173",25
"42","133",25
"53","106",25
"61","112",25
"62","138",25
"44","195",25
"60","102",25
"69","171",25
"45","179",25
"55","134",25
"65","148",25
"47","151",25
"66","160",26
"63","108",27
"64","130",27
"67","162",27
"70","180",27
"71","126",28
"72","132",28
"68","166",28
"74","196",28
"76","136",28
"75","104",29
"79","164",29
"81","172",29
"78","156",30
"82","198",30
"77","146",31
"73","142",31
"80","170",32
"86","178",32
"87","114",32
"89","168",32
"84","116",32
"88","122",32
"83","118",32
"85","128",33
"91","140",33
"92","81",33
"93","1",34
"90","124",34
"94","144",35
"99","5",36
"96","7",36
"97","77",36
"100","63",36
"98","67",36
"101","71",37
"102","97",38
"103","61",39
"105","95",40
"95","184",40
"104","69",40
"107","83",41
"108","3",42
"110","150",43
"109","59",43
"116","89",43
"106","47",43
"115","75",43
"111","182",43
"118","9",43
"120","57",43
"112","51",43
"119","33",43
"121","93",43
"122","21",44
"123","15",45
"129","45",45
"130","49",46
"131","99",47
"134","35",48
"117","73",48
"124","91",49
"125","11",50
"135","17",50
"136","25",50
"139","31",50
"141","41",50
"143","85",50
"142","43",51
"128","39",51
"113","120",51
"132","13",51
"140","37",52
"126","194",52
"137","27",52
"150","19",52
"170","53",52
"179","65",52
"133","23",52
"187","79",52
"138","29",52
"172","55",52
"114","158",52
"127","200",52
"193","87",52
"185","76",53
"162","4",54
"198","96",55
"195","90",56
"156","28",57
"157","30",58
"188","8",58
"159","34",59
"145","100",60
"160","36",60
"194","88",61
"197","94",62
"151","2",63
"183","72",63
"148","16",64
"146","12",65
"149","18",65
"161","38",65
"176","60",65
"165","44",66
"168","50",66
"173","56",66
"186","78",66
"171","54",67
"180","66",67
"199","98",67
"158","32",68
"163","40",68
"167","48",68
"175","6",68
"184","74",68
"178","64",69
"189","80",70
"177","62",71
"169","52",72
"181","68",72
"166","46",73
"191","84",74
"190","82",75
"192","86",75
"144","10",76
"153","22",76
"154","24",76
"147","14",77
"152","20",78
"155","26",78
"164","42",79
"182","70",80
"174","58",81
"200","154",81
"196","92",82
