"","Final.Ranking.Matrix.alternative","Final.Ranking.Matrix.ranking"
"1","197",1
"2","186",2
"3","199",3
"4","152",4
"5","134",5
"6","190",6
"7","188",7
"8","106",8
"9","192",9
"10","174",10
"11","110",11
"12","112",12
"13","176",13
"14","138",14
"15","102",15
"16","132",16
"19","136",17
"20","113",18
"21","126",18
"22","107",19
"17","170",19
"18","130",20
"23","162",21
"28","101",21
"25","180",21
"26","108",22
"27","148",23
"29","196",24
"30","146",25
"32","156",26
"34","114",27
"35","160",27
"36","172",27
"37","142",28
"38","166",28
"45","76",28
"39","118",28
"40","124",28
"41","128",28
"42","164",28
"49","111",28
"47","119",28
"50","4",28
"53","105",29
"54","117",29
"24","104",29
"57","129",29
"31","198",29
"61","28",29
"33","168",29
"43","116",30
"44","140",30
"46","178",31
"67","30",31
"48","122",31
"58","147",31
"62","34",32
"74","8",32
"55","96",32
"76","139",32
"78","185",32
"56","90",32
"59","36",33
"64","94",33
"51","144",33
"63","78",33
"79","100",33
"80","109",33
"81","161",33
"83","88",33
"52","184",33
"89","72",33
"60","16",33
"88","44",33
"73","18",33
"86","187",33
"71","54",33
"91","60",33
"75","12",33
"72","175",33
"87","2",33
"84","127",33
"98","6",33
"100","98",33
"95","157",34
"107","50",34
"66","123",34
"101","121",34
"105","38",34
"77","167",34
"96","177",34
"97","32",34
"106","48",34
"108","66",34
"109","74",34
"113","40",35
"114","56",35
"82","191",35
"104","26",35
"94","141",35
"115","58",35
"125","80",35
"123","68",36
"112","189",36
"65","182",36
"121","52",36
"122","64",36
"111","163",36
"126","82",36
"143","62",36
"129","103",37
"69","150",37
"110","153",37
"117","10",37
"68","120",37
"85","137",37
"131","14",37
"119","22",37
"70","158",37
"103","24",37
"135","169",37
"127","84",37
"147","86",37
"118","135",37
"133","149",37
"92","81",37
"132","143",37
"140","42",37
"90","1",37
"136","20",37
"130","131",38
"102","181",38
"93","200",38
"99","7",39
"124","77",40
"155","154",40
"142","61",40
"116","63",40
"144","69",40
"171","70",40
"146","75",40
"148","89",40
"149","9",40
"151","95",40
"159","183",40
"156","155",41
"157","159",42
"175","92",43
"120","5",43
"154","133",43
"128","97",43
"168","45",43
"137","21",43
"169","49",43
"172","71",44
"173","83",44
"158","17",45
"141","57",45
"170","67",45
"134","15",45
"161","25",45
"166","41",46
"138","3",46
"163","35",46
"174","85",46
"176","99",46
"152","11",47
"178","115",47
"167","43",47
"183","195",47
"139","33",47
"180","179",47
"150","93",47
"186","53",47
"189","91",47
"182","194",48
"153","13",48
"184","31",48
"164","37",48
"165","39",49
"145","73",49
"162","27",50
"181","19",50
"185","51",50
"188","65",50
"179","165",51
"187","55",52
"190","125",53
"160","23",53
"198","59",53
"177","29",53
"199","79",53
"192","151",54
"197","47",55
"191","145",56
"200","87",56
"194","173",57
"195","193",58
"196","46",59
"193","171",60
