"","Final.Ranking.Matrix.alternative","Final.Ranking.Matrix.ranking"
"1","111",1
"2","174",2
"3","113",3
"4","161",4
"5","105",5
"6","138",6
"7","101",7
"8","61",7
"10","5",7
"9","89",7
"11","9",8
"13","1",9
"12","119",9
"14","152",9
"15","67",10
"20","71",10
"22","102",11
"16","109",11
"18","198",12
"19","167",13
"26","83",13
"21","107",13
"27","7",13
"23","139",13
"29","17",13
"30","81",13
"31","104",14
"17","117",14
"28","99",14
"25","185",14
"33","35",14
"24","131",14
"35","85",14
"32","47",14
"37","3",14
"39","98",15
"41","13",16
"34","103",16
"43","106",16
"40","188",16
"38","146",16
"48","93",16
"47","73",17
"44","69",17
"49","136",18
"51","6",18
"46","27",18
"53","108",18
"36","147",18
"50","43",18
"42","189",18
"52","77",18
"55","57",19
"57","75",19
"58","31",20
"59","95",21
"61","21",21
"45","177",21
"54","137",22
"56","142",23
"66","29",23
"67","112",23
"60","127",23
"69","33",23
"62","133",23
"73","11",23
"63","62",23
"74","110",23
"72","15",23
"65","183",23
"70","4",23
"76","172",23
"64","175",23
"77","45",23
"71","96",23
"80","91",23
"79","50",23
"68","157",23
"83","66",23
"85","126",24
"88","53",24
"82","30",24
"89","87",24
"90","100",25
"84","2",25
"92","54",25
"93","49",25
"87","16",25
"75","123",25
"94","58",25
"78","151",25
"97","36",25
"100","39",25
"98","68",25
"81","187",25
"101","28",25
"106","132",26
"105","44",26
"86","179",26
"111","92",26
"114","41",26
"95","129",26
"103","32",26
"112","130",26
"113","186",26
"118","134",26
"96","169",26
"120","162",26
"115","59",26
"121","56",26
"116","84",26
"123","97",26
"91","115",26
"117","86",26
"99","121",26
"127","25",26
"122","82",26
"124","164",27
"107","145",27
"110","181",28
"128","37",28
"102","141",28
"125","178",28
"126","192",28
"132","168",28
"130","51",28
"129","90",28
"131","122",29
"135","158",30
"137","14",30
"108","153",30
"109","163",30
"104","155",30
"139","38",30
"133","190",30
"138","114",30
"141","12",30
"119","149",30
"143","165",30
"144","191",30
"142","148",31
"136","159",31
"147","26",31
"148","88",32
"150","48",33
"140","63",33
"134","135",33
"152","60",33
"151","52",34
"145","79",34
"149","160",35
"157","40",35
"146","124",35
"155","125",35
"158","78",36
"159","8",37
"156","176",38
"153","140",38
"154","200",39
"163","70",39
"164","80",39
"161","18",40
"162","34",41
"160","166",42
"168","197",43
"167","143",44
"165","170",44
"166","65",44
"172","74",45
"170","144",46
"169","64",46
"171","46",47
"173","118",48
"179","22",49
"180","42",50
"181","94",50
"178","195",51
"175","128",52
"176","180",53
"185","23",53
"174","120",53
"177","19",54
"187","76",54
"190","154",55
"192","173",55
"186","55",55
"182","156",55
"184","182",55
"195","24",55
"183","116",55
"193","193",55
"194","199",55
"188","196",55
"196","72",55
"199","171",55
"189","184",55
"197","194",55
"198","10",56
"191","150",56
"200","20",57
