"","Final.Ranking.Matrix.alternative","Final.Ranking.Matrix.ranking"
"1","190",1
"2","104",2
"3","134",3
"4","107",4
"5","192",5
"6","110",6
"7","76",7
"8","176",8
"9","152",9
"10","102",10
"11","186",10
"13","188",11
"20","113",11
"23","105",12
"21","92",12
"18","106",12
"25","109",12
"19","158",12
"22","16",13
"27","28",13
"12","174",13
"24","108",13
"32","185",13
"33","101",14
"29","129",14
"26","196",14
"28","118",15
"36","66",15
"15","126",15
"37","177",15
"35","32",15
"16","112",15
"30","128",16
"14","136",16
"17","138",17
"46","36",17
"31","146",17
"34","172",18
"47","54",18
"38","114",18
"39","132",18
"52","8",18
"43","178",18
"49","64",18
"54","72",18
"50","94",18
"59","4",18
"40","130",18
"55","38",18
"41","168",18
"42","162",19
"44","116",20
"45","180",20
"51","148",21
"62","119",21
"64","60",21
"65","111",21
"58","2",21
"66","34",21
"61","145",21
"69","175",21
"53","122",21
"70","78",21
"73","123",22
"74","151",22
"57","164",22
"79","44",22
"77","117",23
"81","30",24
"48","47",24
"88","18",24
"92","121",24
"60","124",24
"63","184",25
"76","6",25
"93","12",25
"83","90",25
"56","1",25
"67","140",26
"100","100",26
"90","52",26
"71","84",26
"68","160",26
"103","80",26
"85","86",26
"94","191",26
"89","189",26
"108","139",26
"99","98",26
"86","24",26
"106","56",26
"109","68",27
"96","147",27
"80","7",27
"112","103",27
"117","169",27
"102","96",27
"116","161",27
"111","82",27
"75","166",27
"87","69",27
"113","141",27
"78","144",27
"120","88",27
"82","63",27
"114","143",27
"72","170",27
"84","142",28
"105","167",28
"97","51",28
"122","74",28
"121","48",29
"98","89",29
"91","57",29
"124","50",29
"118","127",29
"125","70",29
"132","46",29
"133","62",30
"110","81",30
"129","135",30
"128","131",31
"119","77",31
"139","22",31
"126","71",31
"135","10",31
"104","11",31
"95","198",31
"137","183",31
"138","187",31
"123","21",31
"127","93",32
"141","26",32
"136","155",33
"152","40",33
"101","182",33
"153","42",33
"140","25",33
"131","43",33
"115","150",33
"145","14",33
"149","159",33
"150","20",33
"148","157",34
"143","33",34
"156","95",34
"134","73",34
"144","87",34
"146","15",34
"142","3",34
"155","75",34
"107","120",34
"165","58",34
"130","181",34
"169","91",34
"151","37",34
"159","195",34
"160","197",34
"158","154",35
"154","5",35
"164","53",35
"163","41",36
"168","9",37
"167","85",38
"166","83",39
"162","39",40
"170","99",40
"176","45",41
"157","13",41
"175","35",41
"178","59",42
"147","156",42
"179","79",42
"177","49",43
"161","23",43
"172","27",44
"182","137",44
"174","31",44
"184","163",44
"183","153",45
"181","115",46
"186","19",47
"171","194",47
"190","165",47
"185","17",47
"191","173",47
"180","97",47
"189","149",47
"173","29",47
"193","55",48
"195","67",49
"187","125",50
"188","133",51
"194","65",52
"192","179",53
"197","200",53
"196","199",54
"198","61",55
"200","193",56
"199","171",57
