"","Final.Ranking.Matrix.alternative","Final.Ranking.Matrix.ranking"
"1","156",1
"2","105",2
"3","113",3
"4","97",3
"5","79",4
"6","119",5
"7","77",6
"8","75",7
"9","117",8
"10","95",9
"11","102",10
"13","171",11
"14","103",12
"15","111",13
"16","183",14
"19","139",15
"20","45",15
"22","67",16
"12","147",16
"25","152",16
"17","127",16
"21","55",17
"24","189",18
"18","101",18
"32","110",18
"34","49",18
"26","191",18
"28","121",19
"36","136",19
"29","157",19
"30","169",19
"31","187",19
"42","35",19
"23","151",19
"27","115",20
"33","4",21
"35","177",22
"47","85",22
"37","161",22
"38","109",23
"49","126",23
"41","107",23
"55","7",23
"57","188",24
"39","13",24
"40","146",24
"43","131",25
"45","149",25
"54","47",25
"59","61",25
"66","81",25
"67","1",26
"44","133",26
"51","23",27
"74","104",27
"58","3",27
"68","172",27
"46","30",27
"78","31",27
"60","5",27
"76","59",27
"53","27",27
"73","43",27
"80","112",27
"48","8",27
"79","71",27
"69","114",27
"86","19",27
"87","9",27
"85","174",27
"90","53",27
"61","153",27
"62","163",27
"93","83",27
"50","137",27
"70","185",27
"84","29",27
"52","181",27
"92","51",27
"65","167",27
"88","93",27
"98","108",27
"83","124",27
"56","165",27
"91","73",27
"99","91",27
"72","193",27
"100","63",27
"101","186",28
"97","69",28
"75","195",28
"103","138",28
"111","17",28
"63","6",28
"64","125",29
"112","21",29
"106","130",29
"114","65",29
"110","99",29
"108","132",29
"71","123",29
"77","145",29
"82","175",30
"116","118",30
"81","173",30
"120","39",30
"121","122",30
"89","143",30
"94","197",31
"113","33",31
"118","15",32
"119","158",33
"102","2",33
"126","162",33
"95","24",33
"96","129",34
"127","57",34
"133","41",34
"134","89",35
"125","128",35
"122","168",35
"132","180",35
"130","164",36
"124","56",36
"105","98",36
"131","178",36
"135","11",36
"129","100",36
"104","141",36
"136","12",36
"141","54",37
"137","14",38
"138","154",39
"107","159",39
"142","82",39
"143","88",40
"149","116",40
"139","26",40
"115","10",40
"109","155",40
"147","94",40
"148","106",40
"150","170",41
"128","90",41
"151","182",41
"140","52",41
"117","135",41
"156","140",41
"144","190",41
"158","25",41
"167","87",42
"146","92",42
"152","20",42
"160","37",42
"155","134",43
"145","36",43
"153","84",43
"123","179",43
"154","86",43
"159","28",44
"165","74",45
"166","80",45
"163","48",46
"161","40",47
"168","166",47
"157","16",47
"164","62",47
"171","76",48
"174","144",48
"172","120",49
"177","192",50
"169","198",50
"162","42",50
"175","176",50
"170","32",50
"176","18",51
"173","142",52
"188","68",53
"184","58",54
"181","38",55
"182","46",56
"185","60",57
"189","72",57
"179","22",58
"186","64",58
"187","66",59
"180","34",60
"192","150",60
"178","199",60
"191","148",60
"190","96",60
"194","184",60
"183","50",60
"200","78",61
"195","194",62
"193","160",63
"199","70",64
"196","196",65
"198","44",66
"197","200",67
