node,hopcount,latency,power,deploymentPenalty,cost
0,4,347,655.0,40,40
1,5,413,764.5,1,40
2,4,397,805.5,40,40
3,5,432,714.5,1,40
4,3,281,781.5,40,40
5,5,427,805.5,1,40
6,4,357,664.0,40,40
7,4,292,681.0,1,40
8,4,327,690.0,40,40
9,5,434,783.0,1,40
10,5,450,789.5,40,40
11,6,489,590.5,1,40
12,6,509,772.5,40,40
13,6,591,691.0,1,40
14,5,467,745.0,40,40
15,4,390,824.0,1,40
16,4,397,709.5,40,40
17,5,509,584.5,1,40
18,5,472,669.0,40,40
19,5,464,815.0,1,40
20,5,455,693.0,40,40
21,5,531,782.0,1,40
22,5,400,818.5,40,40
23,5,342,838.0,1,40
24,5,534,716.5,40,40
25,6,605,609.0,1,40
26,6,539,769.0,40,40
27,5,424,579.5,1,40
28,6,557,806.0,40,40
29,6,458,725.0,1,40
30,6,563,651.0,40,40
31,5,410,816.5,1,40
32,5,449,780.5,40,40
33,5,532,559.0,1,40
34,6,527,632.5,40,40
35,5,425,570.0,1,40
36,5,534,757.5,40,40
37,5,472,741.5,1,40
38,5,477,784.0,40,40
39,5,543,660.5,1,40
40,5,503,703.5,40,40
41,6,565,780.5,1,40
42,5,440,753.0,40,40
43,5,429,611.5,1,40
44,5,432,647.5,40,40
45,5,535,746.0,1,40
46,5,399,527.5,40,40
47,5,533,721.5,1,40
48,6,562,655.0,40,40
49,5,484,724.5,1,40
50,6,569,580.0,40,40
51,5,524,765.5,1,40
52,6,494,677.5,40,40
53,5,397,596.0,1,40
54,5,481,758.0,40,40
55,5,402,623.0,1,40
56,5,423,780.0,40,40
57,5,615,733.5,1,40
58,5,564,568.0,40,40
59,5,500,614.0,1,40
60,4,317,573.0,40,40
61,4,380,791.0,1,40
62,5,564,737.5,40,40
63,5,577,798.5,1,40
64,5,550,733.0,40,40
65,5,404,645.0,1,40
66,5,378,529.0,40,40
67,4,441,746.0,1,40
68,5,429,589.0,40,40
69,4,324,694.5,1,40
70,4,389,541.5,40,40
71,5,460,651.0,1,40
72,5,439,805.0,40,40
73,5,533,635.0,1,40
74,5,567,626.0,40,40
75,6,613,718.5,1,40
76,6,579,545.0,40,40
77,5,568,533.0,1,40
78,5,558,681.0,40,40
79,5,503,650.0,1,40
80,5,475,659.5,40,40
81,5,464,749.5,1,40
82,2,165,566.0,40,40
83,3,335,813.0,1,40
84,5,414,646.0,40,40
85,5,407,822.0,1,40
86,3,288,796.5,40,40
87,5,465,682.5,1,40
88,4,317,711.0,40,40
89,5,464,807.5,1,40
90,5,503,614.0,40,40
91,5,445,753.5,1,40
92,5,441,786.5,40,40
93,5,429,542.0,1,40
94,6,518,579.0,40,40
95,5,401,803.5,1,40
96,5,483,778.5,40,40
97,4,301,800.0,1,40
98,5,483,780.0,40,40
99,5,393,714.0,1,40
100,4,419,527.5,40,1
101,4,339,557.0,1,1
102,5,442,659.5,40,1
103,5,405,567.0,1,1
104,4,375,541.0,40,1
105,5,466,750.0,1,1
106,5,559,657.0,40,1
107,5,471,668.0,1,1
108,5,595,715.5,40,1
109,5,836,652.0,1,1
110,4,313,715.0,40,1
111,5,507,572.5,1,1
112,4,411,577.0,40,1
113,7,690,797.5,1,1
114,5,582,763.5,40,1
115,6,1091,759.0,1,1
116,5,576,552.0,40,1
117,6,1007,819.0,1,1
118,5,522,565.5,40,1
119,6,704,741.5,1,1
120,6,989,661.5,40,1
121,6,499,651.5,1,1
122,6,760,540.5,40,1
123,7,647,815.5,1,1
124,6,679,551.5,40,1
125,5,528,542.0,1,1
126,6,548,796.0,40,1
127,6,1022,808.5,1,1
128,6,745,541.0,40,1
129,6,591,563.0,1,1
130,5,483,820.5,40,1
131,5,606,821.5,1,1
132,5,562,824.5,40,1
133,6,616,809.5,1,1
134,6,838,609.5,40,1
135,5,408,540.0,1,1
136,1,0,553.5,40,1
137,5,379,573.5,1,1
138,6,562,663.5,40,1
139,6,636,653.0,1,1
140,6,796,590.5,40,1
141,5,544,768.0,1,1
142,6,574,770.5,40,1
143,4,563,657.5,1,1
144,6,654,574.0,40,1
145,6,420,586.0,1,1
146,5,624,531.5,40,1
147,5,614,691.0,1,1
148,6,624,740.5,40,1
149,6,761,624.0,1,1
150,6,622,540.5,40,1
151,5,441,645.5,1,1
152,6,672,766.0,40,1
153,6,717,7500.0,1,1
154,6,688,613.0,40,1
155,6,696,620.0,1,1
156,6,528,690.0,40,1
157,6,565,771.0,1,1
158,6,665,716.0,40,1
159,6,652,704.0,1,1
160,5,385,673.0,40,1
161,6,570,630.0,1,1
162,6,672,749.5,40,1
163,6,525,679.5,1,1
164,6,646,558.0,40,1
165,6,718,726.0,1,1
166,6,496,838.5,40,1
167,6,542,604.5,1,1
168,6,519,668.0,40,1
169,5,727,801.5,1,1
170,6,466,684.0,40,1
171,5,423,768.0,1,1
172,6,731,594.0,40,1
173,5,358,545.0,1,1
174,6,718,581.5,40,1
175,6,703,717.0,1,1
176,6,513,623.5,40,1
177,6,527,722.5,1,1
178,5,617,818.0,40,1
179,6,705,739.0,1,1
180,6,684,574.0,40,1
181,5,735,771.5,1,1
182,5,570,809.0,40,1
183,6,779,802.0,1,1
184,5,489,622.0,40,1
185,5,642,596.0,1,1
186,5,581,738.0,40,1
187,5,523,606.0,1,1
188,6,549,807.0,40,1
189,6,675,551.5,1,1
190,4,605,561.0,40,1
191,5,472,663.0,1,1
192,6,1071,664.5,40,1
193,7,811,586.5,1,1
194,5,685,810.5,40,1
195,7,859,618.0,1,1
196,6,834,666.0,40,1
197,6,582,595.5,1,1
198,7,1044,748.5,40,1
199,7,822,734.0,1,1
