"","Final.Ranking.Matrix.alternative","Final.Ranking.Matrix.ranking"
"1","195",1
"2","191",2
"3","109",3
"4","105",4
"5","107",5
"6","121",6
"7","110",7
"8","175",7
"9","189",8
"10","101",9
"11","123",10
"12","113",11
"14","141",12
"15","169",13
"17","135",14
"19","111",15
"21","131",16
"22","51",16
"23","103",17
"24","157",17
"25","183",18
"29","185",19
"13","129",19
"18","119",20
"31","71",20
"32","127",21
"30","171",21
"33","177",22
"34","161",23
"37","149",24
"42","1",24
"16","137",24
"47","83",24
"39","153",24
"40","163",24
"20","117",24
"26","181",25
"54","104",25
"55","112",25
"49","144",25
"56","77",25
"57","126",26
"38","143",26
"43","139",27
"46","167",28
"27","147",28
"64","95",28
"62","190",29
"67","7",29
"41","3",29
"70","91",29
"72","108",29
"51","116",29
"73","59",29
"28","151",29
"66","174",29
"35","145",29
"36","165",29
"77","192",29
"44","173",29
"71","130",29
"48","187",29
"63","67",29
"68","97",30
"74","102",31
"80","53",31
"81","85",31
"76","138",31
"50","159",31
"60","93",31
"52","118",31
"88","21",31
"84","35",31
"91","45",31
"85","162",31
"61","73",31
"45","125",31
"53","128",31
"89","89",31
"58","133",31
"59","155",31
"93","152",31
"75","134",31
"90","15",31
"98","176",31
"82","13",31
"86","188",31
"95","186",32
"97","33",32
"104","79",32
"107","49",33
"103","75",33
"106","31",33
"96","27",33
"121","81",33
"92","11",33
"112","25",33
"116","41",33
"109","140",34
"87","146",34
"94","168",35
"69","179",35
"118","57",35
"105","122",35
"83","136",35
"110","164",35
"111","178",35
"114","37",35
"123","156",35
"113","29",35
"65","84",35
"122","99",35
"115","39",36
"126","43",36
"78","197",36
"108","114",36
"79","115",36
"127","5",36
"102","69",36
"100","4",36
"130","87",36
"124","23",37
"133","106",37
"144","55",37
"119","61",37
"136","150",37
"139","196",37
"120","80",37
"135","124",37
"129","76",37
"131","88",37
"99","2",37
"125","30",37
"138","182",37
"149","148",37
"154","19",37
"145","66",37
"146","8",37
"159","9",37
"141","36",37
"156","63",37
"128","68",37
"153","180",37
"150","158",38
"152","172",38
"151","17",39
"134","12",39
"140","28",39
"143","54",39
"101","6",39
"157","65",39
"147","132",40
"117","47",40
"132","100",41
"148","142",42
"173","40",42
"182","74",42
"176","48",43
"167","198",44
"166","184",45
"181","72",46
"160","90",46
"137","16",46
"177","56",46
"164","14",47
"171","34",47
"178","60",47
"165","18",48
"142","52",48
"170","26",48
"161","96",48
"172","38",48
"184","92",49
"162","98",49
"155","32",50
"183","78",50
"180","64",51
"175","46",52
"174","42",53
"158","86",53
"179","62",54
"198","70",54
"188","166",55
"195","44",55
"163","10",55
"187","160",55
"169","24",55
"200","94",55
"168","22",55
"199","82",55
"189","170",56
"193","20",57
"196","50",57
"197","58",58
"186","154",59
"191","194",60
"192","199",61
"185","120",62
"190","193",63
"194","200",64
