"","Final.Ranking.Matrix.alternative","Final.Ranking.Matrix.ranking"
"1","177",1
"2","109",2
"3","104",3
"4","105",4
"5","167",5
"6","7",6
"7","113",7
"8","1",8
"9","187",9
"10","101",10
"11","47",11
"12","106",12
"13","175",13
"14","111",14
"18","51",15
"15","145",15
"16","151",16
"17","123",17
"22","75",17
"19","100",17
"20","157",17
"21","193",17
"23","155",18
"26","164",18
"24","3",18
"25","103",19
"27","169",19
"31","77",19
"30","5",20
"29","141",20
"36","67",20
"32","161",20
"40","53",20
"33","93",20
"34","131",21
"35","107",22
"45","21",22
"43","45",22
"44","9",22
"28","119",22
"38","190",22
"39","4",22
"37","127",22
"48","69",22
"41","92",22
"49","112",22
"47","149",22
"53","110",22
"51","73",22
"56","95",22
"55","33",23
"42","135",23
"57","15",23
"58","39",24
"50","2",24
"62","41",24
"52","174",24
"63","99",24
"60","54",24
"66","63",24
"64","158",25
"54","183",25
"69","146",25
"71","152",26
"46","117",26
"70","8",26
"73","57",27
"76","35",27
"79","168",28
"77","178",28
"65","189",28
"81","83",28
"84","85",28
"59","139",28
"72","13",28
"82","138",28
"74","66",28
"75","78",29
"78","94",30
"85","86",31
"86","102",31
"93","17",31
"61","30",31
"95","81",31
"67","121",31
"68","143",32
"80","71",33
"83","6",34
"94","23",34
"100","31",34
"102","91",34
"87","171",34
"89","163",35
"97","27",35
"103","160",35
"98","11",35
"109","79",35
"91","130",35
"90","153",35
"92","36",35
"108","43",35
"105","108",36
"107","162",37
"101","88",37
"88","147",37
"111","97",37
"96","12",37
"99","126",38
"104","188",38
"113","19",38
"112","114",39
"115","29",39
"116","87",40
"117","55",41
"121","180",42
"123","28",43
"125","80",43
"114","84",43
"106","137",43
"120","18",43
"110","191",43
"119","16",43
"128","25",43
"124","44",43
"118","59",43
"127","122",43
"122","24",43
"129","37",43
"126","136",43
"132","98",43
"131","56",44
"134","74",45
"130","48",45
"133","46",46
"137","181",46
"142","72",46
"135","90",46
"136","165",47
"141","68",48
"144","32",48
"138","22",48
"143","129",48
"147","192",48
"149","89",49
"146","133",50
"139","42",50
"140","64",50
"145","62",51
"155","159",51
"148","38",51
"152","76",52
"151","125",53
"153","124",53
"154","134",53
"156","49",53
"159","40",54
"157","65",54
"150","10",54
"162","60",55
"160","118",56
"158","144",56
"161","132",57
"165","82",57
"167","154",57
"166","14",58
"163","128",58
"174","186",58
"172","148",59
"176","26",60
"175","20",61
"168","185",61
"164","195",61
"169","115",62
"177","52",63
"179","34",63
"180","58",64
"173","176",64
"181","96",64
"178","173",65
"194","61",66
"170","140",66
"193","198",66
"192","197",67
"171","142",67
"189","179",67
"184","150",68
"191","194",68
"185","156",69
"182","116",70
"186","166",71
"190","182",72
"188","172",73
"187","170",74
"183","120",75
"197","50",75
"198","70",75
"196","196",76
"195","184",77
"199","199",77
"200","200",78
