node,hopcount,latency,power,deploymentPenalty,cost
0,4,235,655.0,1,40
1,4,235,764.5,40,40
2,4,280,805.5,1,40
3,4,312,714.5,40,40
4,4,284,781.5,1,40
5,3,250,805.5,40,40
6,3,208,664.0,1,40
7,4,281,681.0,40,40
8,5,330,690.0,1,40
9,5,423,783.0,40,40
10,5,408,789.5,1,40
11,5,311,590.5,40,40
12,4,332,772.5,1,40
13,4,414,691.0,40,40
14,5,355,745.0,1,40
15,4,348,824.0,40,40
16,5,400,709.5,1,40
17,4,360,584.5,40,40
18,5,461,669.0,1,40
19,5,453,815.0,40,40
20,5,343,693.0,1,40
21,4,382,782.0,40,40
22,5,389,818.5,1,40
23,5,331,838.0,40,40
24,5,492,716.5,1,40
25,4,428,609.0,40,40
26,4,362,769.0,1,40
27,5,382,579.5,40,40
28,4,380,806.0,1,40
29,5,338,725.0,40,40
30,4,386,651.0,1,40
31,5,368,816.5,40,40
32,5,337,780.5,1,40
33,5,490,559.0,40,40
34,4,350,632.5,1,40
35,5,313,570.0,40,40
36,5,492,757.5,1,40
37,5,430,741.5,40,40
38,4,328,784.0,1,40
39,5,426,660.5,40,40
40,4,354,703.5,1,40
41,5,387,780.5,40,40
42,5,429,753.0,1,40
43,5,387,611.5,40,40
44,5,420,647.5,1,40
45,4,386,746.0,40,40
46,4,250,527.5,1,40
47,5,416,721.5,40,40
48,5,442,655.0,1,40
49,5,497,724.5,40,40
50,5,391,580.0,1,40
51,5,327,765.5,40,40
52,5,316,677.5,1,40
53,4,248,596.0,40,40
54,5,470,758.0,1,40
55,4,388,623.0,40,40
56,5,381,780.0,1,40
57,4,466,733.5,40,40
58,5,504,568.0,1,40
59,5,458,614.0,40,40
60,5,608,573.0,1,40
61,5,383,791.0,40,40
62,5,571,737.5,1,40
63,5,460,798.5,40,40
64,5,539,733.0,1,40
65,4,283,645.0,40,40
66,5,367,529.0,1,40
67,5,540,746.0,40,40
68,5,387,589.0,1,40
69,5,582,694.5,40,40
70,5,469,541.5,1,40
71,5,418,651.0,40,40
72,4,340,805.0,1,40
73,4,380,635.0,40,40
74,5,303,626.0,1,40
75,5,409,718.5,40,40
76,4,344,545.0,1,40
77,5,526,533.0,40,40
78,5,444,681.0,1,40
79,4,354,650.0,40,40
80,5,271,659.5,1,40
81,5,453,749.5,40,40
82,5,400,566.0,1,40
83,5,342,813.0,40,40
84,5,403,646.0,1,40
85,4,258,822.0,40,40
86,5,509,796.5,1,40
87,5,348,682.5,40,40
88,4,445,711.0,1,40
89,4,394,807.5,40,40
90,5,386,614.0,1,40
91,2,120,753.5,40,40
92,4,354,786.5,1,40
93,4,517,542.0,40,40
94,5,386,579.0,1,40
95,4,302,803.5,40,40
96,5,338,778.5,1,40
97,4,322,800.0,40,40
98,4,334,780.0,1,40
99,4,244,714.0,40,40
100,5,276,527.5,1,1
101,4,418,557.0,40,1
102,5,431,659.5,1,1
103,3,178,567.0,40,1
104,5,366,541.0,1,1
105,5,455,750.0,40,1
106,5,526,657.0,1,1
107,5,373,668.0,40,1
108,4,386,715.5,1,1
109,5,364,652.0,40,1
110,4,326,715.0,1,1
111,4,414,572.5,40,1
112,5,398,577.0,1,1
113,5,455,797.5,40,1
114,5,661,763.5,1,1
115,6,619,759.0,40,1
116,6,563,552.0,1,1
117,6,535,819.0,40,1
118,6,509,565.5,1,1
119,6,693,741.5,40,1
120,6,517,661.5,1,1
121,6,488,651.5,40,1
122,5,551,540.5,1,1
123,6,515,815.5,40,1
124,6,668,551.5,1,1
125,6,519,542.0,40,1
126,5,478,796.0,1,1
127,6,550,808.5,40,1
128,6,712,541.0,1,1
129,5,498,563.0,40,1
130,6,582,820.5,1,1
131,6,593,821.5,40,1
132,5,583,824.5,1,1
133,6,583,809.5,40,1
134,5,629,609.5,1,1
135,5,487,540.0,40,1
136,6,565,553.5,1,1
