"","Final.Ranking.Matrix.alternative","Final.Ranking.Matrix.ranking"
"1","113",1
"2","193",2
"3","170",3
"4","101",4
"6","119",5
"7","117",6
"8","147",7
"5","111",7
"10","105",7
"9","107",7
"11","171",8
"12","167",9
"13","139",10
"14","161",11
"15","152",12
"17","127",13
"19","187",14
"20","81",15
"18","155",15
"24","188",15
"16","129",15
"21","157",16
"28","1",17
"23","177",17
"25","103",18
"26","153",19
"27","163",19
"36","112",19
"37","174",19
"39","7",20
"22","175",20
"29","106",21
"44","138",21
"31","149",21
"50","77",21
"30","131",21
"32","183",22
"55","61",22
"38","63",22
"34","169",22
"41","186",22
"54","102",22
"40","121",22
"42","189",22
"35","5",22
"60","95",22
"58","71",22
"52","97",22
"46","132",22
"66","83",22
"53","67",22
"59","3",23
"74","75",23
"75","89",23
"76","9",24
"62","130",24
"33","137",24
"65","136",24
"72","190",24
"84","45",24
"45","143",24
"69","69",24
"70","104",25
"73","162",26
"43","197",26
"78","21",26
"79","79",26
"80","108",27
"88","110",27
"89","148",27
"92","49",27
"93","85",27
"91","192",28
"51","133",28
"71","126",28
"97","17",28
"81","180",28
"83","33",28
"86","93",28
"95","91",28
"96","99",28
"85","73",28
"90","15",29
"56","115",29
"106","35",29
"101","13",29
"49","181",29
"104","134",29
"102","39",29
"103","57",29
"61","109",29
"47","191",29
"112","41",29
"48","151",29
"57","165",30
"99","51",30
"100","59",30
"64","179",30
"121","160",30
"116","11",30
"77","146",30
"124","176",30
"117","27",30
"63","159",30
"122","166",30
"115","23",30
"105","168",30
"123","172",30
"94","4",30
"135","53",30
"120","114",30
"67","145",30
"133","31",30
"68","125",30
"114","156",30
"130","164",30
"134","43",30
"107","78",30
"137","65",30
"108","46",30
"136","55",30
"125","178",30
"87","96",30
"129","142",30
"126","198",30
"113","8",30
"82","185",30
"111","30",30
"109","90",30
"142","19",30
"128","100",30
"140","124",30
"139","88",30
"98","195",30
"118","54",30
"138","76",30
"119","80",30
"150","29",30
"127","36",30
"147","122",30
"132","2",30
"174","25",30
"179","37",31
"198","87",32
"146","98",32
"161","140",32
"144","6",32
"163","150",32
"162","144",33
"158","128",34
"165","158",34
"155","118",35
"110","123",35
"170","196",35
"186","50",35
"176","28",36
"156","12",37
"145","86",37
"166","18",37
"192","66",37
"196","74",37
"185","48",38
"195","72",39
"181","40",40
"200","94",41
"148","16",41
"188","56",41
"151","62",41
"193","68",41
"189","58",42
"190","60",42
"152","84",42
"160","14",42
"180","38",42
"164","154",43
"131","173",43
"149","24",43
"199","92",43
"187","52",44
"197","82",45
"177","32",46
"154","116",47
"175","26",48
"153","10",49
"141","141",49
"173","22",49
"143","199",49
"178","34",49
"182","42",50
"191","64",51
"171","20",52
"167","182",53
"184","47",54
"168","184",55
"159","135",56
"194","70",56
"183","44",57
"157","120",58
"169","194",59
"172","200",60
