"","Final.Ranking.Matrix.alternative","Final.Ranking.Matrix.ranking"
"1","112",1
"2","162",2
"3","180",2
"4","130",3
"5","80",4
"6","106",5
"7","101",6
"8","152",7
"9","113",8
"10","110",9
"11","94",9
"12","66",10
"13","104",11
"14","108",12
"16","2",12
"17","163",13
"18","153",14
"15","188",14
"21","6",14
"20","54",15
"22","12",16
"26","8",16
"23","100",17
"25","4",17
"24","167",18
"28","88",18
"19","174",18
"27","150",19
"29","148",20
"30","175",20
"36","119",21
"38","86",22
"32","122",22
"40","84",22
"31","138",22
"33","102",23
"44","30",23
"45","52",23
"47","96",24
"50","103",24
"35","160",24
"51","111",24
"37","132",24
"46","7",24
"48","105",25
"34","146",25
"39","178",26
"54","75",26
"55","81",26
"42","164",26
"58","187",26
"53","36",26
"41","186",26
"43","168",27
"56","3",27
"63","98",27
"62","139",28
"61","117",29
"59","28",29
"65","78",30
"67","157",30
"68","48",31
"69","74",31
"49","118",31
"72","1",31
"71","18",31
"77","40",31
"52","128",31
"79","16",31
"60","136",31
"80","56",31
"78","109",32
"84","24",32
"82","76",32
"83","177",33
"85","161",34
"86","42",34
"73","47",34
"66","126",34
"57","140",34
"75","147",34
"89","154",34
"81","53",34
"90","92",34
"93","73",35
"64","114",35
"91","14",35
"95","32",35
"70","134",35
"96","38",35
"97","107",36
"99","26",36
"74","166",36
"76","192",37
"87","158",38
"104","90",38
"92","172",38
"94","190",39
"105","46",39
"107","121",40
"103","5",40
"109","22",41
"101","61",41
"111","64",41
"88","124",41
"108","13",41
"100","35",41
"110","62",41
"98","144",41
"102","170",42
"112","77",42
"113","9",43
"117","60",43
"114","51",43
"115","67",43
"120","10",43
"106","116",43
"116","63",44
"123","72",44
"124","149",45
"118","69",45
"119","95",45
"126","27",45
"125","171",46
"131","82",46
"129","34",47
"130","39",48
"132","21",49
"127","57",49
"128","99",49
"133","31",50
"121","142",50
"135","41",50
"138","191",50
"134","33",50
"136","45",51
"142","20",51
"140","127",51
"122","176",51
"139","97",52
"137","15",53
"141","198",53
"143","50",54
"147","29",54
"144","58",54
"149","165",54
"145","85",54
"146","11",55
"148","155",55
"153","23",56
"152","156",57
"150","93",57
"151","65",58
"156","83",58
"154","17",59
"158","123",59
"157","189",59
"159","151",60
"155","43",60
"161","125",61
"163","184",62
"160","183",62
"169","145",62
"164","19",62
"166","79",62
"165","71",63
"162","137",64
"170","68",64
"167","129",65
"177","194",65
"180","25",66
"181","37",67
"168","141",67
"176","169",68
"174","143",69
"183","70",70
"185","120",70
"188","182",71
"182","44",71
"172","133",72
"192","89",72
"171","131",72
"173","135",72
"178","195",72
"191","59",72
"193","91",72
"175","159",72
"187","181",72
"190","49",72
"179","197",72
"189","185",73
"194","196",73
"186","179",73
"184","115",74
"196","87",74
"200","200",74
"195","55",74
"197","173",75
"198","193",76
"199","199",76
