node,hopcount,latency,power,deploymentPenalty,cost
0,4,303,655.0,1,40
1,4,390,764.5,40,40
2,4,352,805.5,1,40
3,3,317,714.5,40,40
4,3,361,781.5,1,40
5,4,379,805.5,40,40
6,4,332,664.0,1,40
7,4,355,681.0,40,40
8,4,407,690.0,1,40
9,5,497,783.0,40,40
10,4,428,789.5,1,40
11,5,466,590.5,40,40
12,5,461,772.5,1,40
13,5,543,691.0,40,40
14,5,423,745.0,1,40
15,3,368,824.0,40,40
16,4,477,709.5,1,40
17,5,484,584.5,40,40
18,5,535,669.0,1,40
19,5,527,815.0,40,40
20,5,411,693.0,1,40
21,5,506,782.0,40,40
22,5,463,818.5,1,40
23,5,405,838.0,40,40
24,4,512,716.5,1,40
25,5,557,609.0,40,40
26,5,491,769.0,1,40
27,4,402,579.5,40,40
28,5,509,806.0,1,40
29,4,343,725.0,40,40
30,5,515,651.0,1,40
31,4,388,816.5,40,40
32,5,405,780.5,1,40
33,4,510,559.0,40,40
34,5,479,632.5,1,40
35,5,381,570.0,40,40
36,4,512,757.5,1,40
37,4,450,741.5,40,40
38,5,452,784.0,1,40
39,5,498,660.5,40,40
40,5,478,703.5,1,40
41,5,542,780.5,40,40
42,5,503,753.0,1,40
43,4,505,611.5,40,40
44,4,425,647.5,1,40
45,5,510,746.0,40,40
46,4,639,527.5,1,40
47,5,488,721.5,40,40
48,4,447,655.0,1,40
49,4,484,724.5,40,40
50,5,546,580.0,1,40
51,4,502,765.5,40,40
52,4,533,677.5,1,40
53,5,495,596.0,40,40
54,5,544,758.0,1,40
55,5,465,623.0,40,40
56,4,401,780.0,1,40
57,5,590,733.5,40,40
58,4,597,568.0,1,40
59,4,478,614.0,40,40
60,4,397,573.0,1,40
61,4,460,791.0,40,40
62,3,384,737.5,1,40
63,4,422,798.5,40,40
64,4,540,733.0,1,40
65,5,484,645.0,40,40
66,5,447,529.0,1,40
67,4,521,746.0,40,40
68,4,407,589.0,1,40
69,4,602,694.5,40,40
70,4,469,541.5,1,40
71,4,438,651.0,40,40
72,5,394,805.0,1,40
73,5,488,635.0,40,40
74,4,411,626.0,1,40
75,3,280,718.5,40,40
76,4,395,545.0,1,40
77,4,546,533.0,40,40
78,4,591,681.0,1,40
79,4,526,650.0,40,40
80,3,295,659.5,1,40
81,5,527,749.5,40,40
82,4,477,566.0,1,40
83,5,414,813.0,40,40
84,5,483,646.0,1,40
85,4,484,822.0,40,40
86,4,586,796.5,1,40
87,4,405,682.5,40,40
88,4,397,711.0,1,40
89,3,321,807.5,40,40
90,4,532,614.0,1,40
91,5,652,753.5,40,40
92,5,396,786.5,1,40
93,4,534,542.0,40,40
94,4,403,579.0,1,40
95,3,305,803.5,40,40
96,4,343,778.5,1,40
97,4,381,800.0,40,40
98,4,435,780.0,1,40
99,4,395,714.0,40,40
100,3,263,527.5,1,1
101,4,419,557.0,40,1
102,4,573,659.5,1,1
103,4,594,567.0,40,1
104,3,408,541.0,1,1
105,3,333,750.0,40,1
106,2,246,657.0,1,1
107,5,426,668.0,40,1
108,4,386,715.5,1,1
109,3,364,652.0,40,1
110,3,313,715.0,1,1
111,4,351,572.5,40,1
112,2,231,577.0,1,1
113,5,506,797.5,40,1
114,5,662,763.5,1,1
115,4,619,759.0,40,1
116,3,396,552.0,1,1
117,4,535,819.0,40,1
118,3,342,565.5,1,1
119,6,767,741.5,40,1
120,4,517,661.5,1,1
121,5,630,651.5,40,1
122,5,551,540.5,1,1
123,5,532,815.5,40,1
124,5,810,551.5,1,1
125,4,561,542.0,40,1
126,4,405,796.0,1,1
127,4,550,808.5,40,1
128,3,432,541.0,1,1
129,5,435,563.0,40,1
130,5,563,820.5,1,1
131,3,426,821.5,40,1
132,5,642,824.5,1,1
133,3,303,809.5,40,1
134,5,629,609.5,1,1
135,5,488,540.0,40,1
136,5,642,553.5,1,1
137,4,379,573.5,40,1
138,4,382,663.5,1,1
139,6,591,653.0,40,1
140,5,587,590.5,1,1
141,4,544,768.0,40,1
142,5,552,770.5,1,1
143,6,642,657.5,40,1
144,5,843,574.0,1,1
145,6,483,586.0,40,1
146,3,444,531.5,1,1
147,4,458,691.0,40,1
148,5,564,740.5,1,1
149,5,784,624.0,40,1
150,6,829,540.5,1,1
151,3,261,645.5,40,1
152,5,516,766.0,1,1
153,5,561,7500.0,40,1
154,5,666,613.0,1,1
155,5,556,620.0,40,1
156,5,468,690.0,1,1
157,6,772,771.0,40,1
158,5,643,716.0,1,1
159,4,519,704.0,40,1
160,4,385,673.0,1,1
161,5,414,630.0,40,1
162,5,516,749.5,1,1
163,5,527,679.5,40,1
164,5,777,558.0,1,1
165,4,538,726.0,40,1
166,4,363,838.5,1,1
167,5,619,604.5,40,1
168,5,563,668.0,1,1
169,3,547,801.5,40,1
170,5,1039,684.0,1,1
171,5,503,768.0,40,1
172,5,864,594.0,1,1
173,4,358,545.0,40,1
174,5,579,581.5,1,1
175,3,390,717.0,40,1
176,5,509,623.5,1,1
177,5,604,722.5,40,1
178,5,697,818.0,1,1
179,5,414,739.0,40,1
180,6,639,574.0,1,1
181,4,768,771.5,40,1
182,4,603,809.0,1,1
183,5,663,802.0,40,1
184,4,404,622.0,1,1
185,1,0,596.0,40,1
186,4,425,738.0,1,1
187,3,343,606.0,40,1
188,4,508,807.0,1,1
189,3,384,551.5,40,1
190,4,595,561.0,1,1
191,3,336,663.0,40,1
192,4,891,664.5,1,1
193,6,888,586.5,40,1
194,5,675,810.5,1,1
195,4,546,618.0,40,1
196,2,192,666.0,1,1
197,5,582,595.5,40,1
198,3,402,748.5,1,1
199,6,822,734.0,40,1
