node,hopcount,latency,power,deploymentPenalty,cost
0,4,297,655.0,1,40
1,4,359,764.5,40,40
2,4,331,805.5,1,40
3,4,363,714.5,40,40
4,4,479,781.5,1,40
5,3,301,805.5,40,40
6,4,370,664.0,1,40
7,3,287,681.0,40,40
8,5,525,690.0,1,40
9,4,429,783.0,40,40
10,4,299,789.5,1,40
11,5,435,590.5,40,40
12,4,383,772.5,1,40
13,4,465,691.0,40,40
14,5,417,745.0,1,40
15,3,239,824.0,40,40
16,5,595,709.5,1,40
17,5,522,584.5,40,40
18,4,467,669.0,1,40
19,4,459,815.0,40,40
20,5,405,693.0,1,40
21,5,544,782.0,40,40
22,4,395,818.5,1,40
23,4,337,838.0,40,40
24,4,383,716.5,1,40
25,4,479,609.0,40,40
26,4,413,769.0,1,40
27,4,273,579.5,40,40
28,4,431,806.0,1,40
29,5,389,725.0,40,40
30,4,437,651.0,1,40
31,4,259,816.5,40,40
32,5,399,780.5,1,40
33,4,381,559.0,40,40
34,4,401,632.5,1,40
35,5,375,570.0,40,40
36,4,383,757.5,1,40
37,4,321,741.5,40,40
38,5,490,784.0,1,40
39,5,477,660.5,40,40
40,5,516,703.5,1,40
41,5,511,780.5,40,40
42,4,435,753.0,1,40
43,4,278,611.5,40,40
44,5,471,647.5,1,40
45,5,548,746.0,40,40
46,5,704,527.5,1,40
47,5,467,721.5,40,40
48,5,493,655.0,1,40
49,4,470,724.5,40,40
50,3,201,580.0,1,40
51,4,373,765.5,40,40
52,5,440,677.5,1,40
53,4,427,596.0,40,40
54,4,476,758.0,1,40
55,4,439,623.0,40,40
56,4,272,780.0,1,40
57,5,523,733.5,40,40
58,4,395,568.0,1,40
59,4,349,614.0,40,40
60,5,665,573.0,1,40
61,5,578,791.0,40,40
62,4,269,737.5,1,40
63,4,293,798.5,40,40
64,4,545,733.0,1,40
65,4,344,645.0,40,40
66,4,373,529.0,1,40
67,3,319,746.0,40,40
68,4,278,589.0,1,40
69,4,473,694.5,40,40
70,4,301,541.5,1,40
71,4,309,651.0,40,40
72,4,401,805.0,1,40
73,4,437,635.0,40,40
74,4,309,626.0,1,40
75,5,533,718.5,40,40
76,4,405,545.0,1,40
77,4,417,533.0,40,40
78,4,335,681.0,1,40
79,4,349,650.0,40,40
80,5,395,659.5,1,40
81,4,459,749.5,40,40
82,5,595,566.0,1,40
83,5,393,813.0,40,40
84,4,409,646.0,1,40
85,4,355,822.0,40,40
86,4,341,796.5,1,40
87,5,533,682.5,40,40
88,4,496,711.0,1,40
89,4,445,807.5,40,40
90,4,335,614.0,1,40
91,4,297,753.5,40,40
92,4,405,786.5,1,40
93,4,568,542.0,40,40
94,3,299,579.0,1,40
95,4,353,803.5,40,40
96,5,537,778.5,1,40
97,4,373,800.0,40,40
98,4,457,780.0,1,40
99,4,379,714.0,40,40
100,4,379,527.5,1,1
101,4,469,557.0,40,1
102,4,437,659.5,1,1
103,3,239,567.0,40,1
104,4,263,541.0,1,1
105,4,461,750.0,40,1
106,4,305,657.0,1,1
107,4,455,668.0,40,1
108,2,165,715.5,1,1
109,3,187,652.0,40,1
110,4,377,715.0,1,1
111,4,465,572.5,40,1
112,5,609,577.0,1,1
113,5,516,797.5,40,1
114,5,712,763.5,1,1
115,4,442,759.0,40,1
116,6,774,552.0,1,1
117,4,358,819.0,40,1
118,6,720,565.5,1,1
119,5,699,741.5,40,1
120,4,340,661.5,1,1
121,5,494,651.5,40,1
122,1,0,540.5,1,1
123,4,428,815.5,40,1
124,5,674,551.5,1,1
125,5,416,542.0,40,1
126,5,529,796.0,1,1
127,4,373,808.5,40,1
128,5,491,541.0,1,1
129,5,549,563.0,40,1
130,4,361,820.5,1,1
131,6,804,821.5,40,1
132,5,634,824.5,1,1
133,5,362,809.5,40,1
134,3,408,609.5,1,1
