node,hopcount,latency,power,deploymentPenalty,cost
0,3,224,655.0,1,40
1,3,298,764.5,40,40
2,4,210,805.5,1,40
3,3,284,714.5,40,40
4,4,220,781.5,1,40
5,4,213,805.5,40,40
6,3,318,664.0,1,40
7,3,244,681.0,40,40
8,5,266,690.0,1,40
9,4,386,783.0,40,40
10,3,238,789.5,1,40
11,4,374,590.5,40,40
12,5,295,772.5,1,40
13,5,377,691.0,40,40
14,4,344,745.0,1,40
15,2,178,824.0,40,40
16,5,336,709.5,1,40
17,4,470,584.5,40,40
18,4,424,669.0,1,40
19,4,416,815.0,40,40
20,4,332,693.0,1,40
21,4,492,782.0,40,40
22,4,352,818.5,1,40
23,4,294,838.0,40,40
24,3,322,716.5,1,40
25,5,391,609.0,40,40
26,5,325,769.0,1,40
27,3,212,579.5,40,40
28,5,343,806.0,1,40
29,4,310,725.0,40,40
30,5,349,651.0,1,40
31,3,198,816.5,40,40
32,4,326,780.5,1,40
33,3,320,559.0,40,40
34,5,313,632.5,1,40
35,4,302,570.0,40,40
36,3,322,757.5,1,40
37,3,260,741.5,40,40
38,4,438,784.0,1,40
39,5,356,660.5,40,40
40,4,464,703.5,1,40
41,4,450,780.5,40,40
42,4,392,753.0,1,40
43,3,217,611.5,40,40
44,4,392,647.5,1,40
45,3,189,746.0,40,40
46,4,360,527.5,1,40
47,5,346,721.5,40,40
48,4,447,655.0,1,40
49,3,409,724.5,40,40
50,4,454,580.0,1,40
51,3,312,765.5,40,40
52,4,379,677.5,1,40
53,4,358,596.0,40,40
54,4,433,758.0,1,40
55,4,354,623.0,40,40
56,3,211,780.0,1,40
57,4,576,733.5,40,40
58,3,334,568.0,1,40
59,3,288,614.0,40,40
60,5,544,573.0,1,40
61,5,319,791.0,40,40
62,3,208,737.5,1,40
63,3,232,798.5,40,40
64,4,377,733.0,1,40
65,4,281,645.0,40,40
66,4,330,529.0,1,40
67,4,406,746.0,40,40
68,3,217,589.0,1,40
69,3,412,694.5,40,40
70,5,328,541.5,1,40
71,3,248,651.0,40,40
72,5,252,805.0,1,40
73,4,316,635.0,40,40
74,4,222,626.0,1,40
75,4,472,718.5,40,40
76,4,362,545.0,1,40
77,1,0,533.0,40,40
78,3,274,681.0,1,40
79,4,290,650.0,40,40
80,4,334,659.5,1,40
81,4,372,749.5,40,40
82,4,403,566.0,1,40
83,5,305,813.0,40,40
84,4,299,646.0,1,40
85,3,294,822.0,40,40
86,3,280,796.5,1,40
87,4,242,682.5,40,40
88,3,238,711.0,1,40
89,4,300,807.5,40,40
90,3,274,614.0,1,40
91,4,232,753.5,40,40
92,5,287,786.5,1,40
93,4,216,542.0,40,40
94,4,370,579.0,1,40
95,3,320,803.5,40,40
96,4,476,778.5,1,40
97,4,264,800.0,40,40
98,4,270,780.0,1,40
99,2,108,714.0,40,40
100,4,292,527.5,1,1
101,3,286,557.0,40,1
102,4,350,659.5,1,1
103,4,330,567.0,40,1
104,4,338,541.0,1,1
105,3,170,750.0,40,1
106,3,300,657.0,1,1
107,4,368,668.0,40,1
108,3,252,715.5,1,1
109,4,352,652.0,40,1
110,4,292,715.0,1,1
111,4,304,572.5,40,1
112,4,759,577.0,1,1
113,5,473,797.5,40,1
114,4,529,763.5,1,1
115,5,607,759.0,40,1
116,5,924,552.0,1,1
117,5,523,819.0,40,1
118,5,870,565.5,1,1
119,5,577,741.5,40,1
120,5,505,661.5,1,1
121,5,407,651.5,40,1
122,4,417,540.5,1,1
123,5,499,815.5,40,1
124,5,587,551.5,1,1
125,5,491,542.0,40,1
126,5,384,796.0,1,1
127,5,538,808.5,40,1
128,4,486,541.0,1,1
129,5,388,563.0,40,1
130,5,448,820.5,1,1
131,5,954,821.5,40,1
132,5,525,824.5,1,1
133,4,357,809.5,40,1
134,4,495,609.5,1,1
135,4,355,540.0,40,1
136,5,568,553.5,1,1
137,5,358,573.5,40,1
138,5,421,663.5,1,1
139,5,533,653.0,40,1
140,4,453,590.5,1,1
141,5,523,768.0,40,1
142,4,362,770.5,1,1
143,6,500,657.5,40,1
144,5,579,574.0,1,1
145,5,372,586.0,40,1
146,5,972,531.5,1,1
147,5,487,691.0,40,1
148,5,401,740.5,1,1
149,5,722,624.0,40,1
150,5,409,540.5,1,1
151,5,789,645.5,40,1
152,5,469,766.0,1,1
153,5,348,7500.0,40,1
154,2,120,613.0,1,1
155,5,689,620.0,40,1
156,5,305,690.0,1,1
157,5,352,771.0,40,1
158,4,453,716.0,1,1
159,4,356,704.0,40,1
160,5,364,673.0,1,1
161,5,367,630.0,40,1
162,5,469,749.5,1,1
163,3,240,679.5,40,1
164,5,554,558.0,1,1
165,5,577,726.0,40,1
166,4,200,838.5,1,1
167,4,429,604.5,40,1
168,4,429,668.0,1,1
169,3,443,801.5,40,1
170,3,247,684.0,1,1
171,4,370,768.0,40,1
172,4,502,594.0,1,1
173,5,337,545.0,40,1
174,4,375,581.5,1,1
175,4,444,717.0,40,1
176,3,222,623.5,1,1
177,4,414,722.5,40,1
178,5,704,818.0,1,1
179,5,367,739.0,40,1
180,5,518,574.0,1,1
181,5,698,771.5,40,1
182,5,533,809.0,1,1
183,4,473,802.0,40,1
184,4,410,622.0,1,1
185,4,546,596.0,40,1
186,3,285,738.0,1,1
187,5,871,606.0,40,1
188,5,496,807.0,1,1
189,4,438,551.5,40,1
190,5,583,561.0,1,1
191,4,390,663.0,40,1
192,2,99,664.5,1,1
193,5,698,586.5,40,1
194,6,663,810.5,1,1
195,5,600,618.0,40,1
196,5,738,666.0,1,1
197,6,561,595.5,40,1
198,6,948,748.5,1,1
199,7,801,734.0,40,1
