"","Final.Ranking.Matrix.alternative","Final.Ranking.Matrix.ranking"
"1","198",1
"2","200",2
"3","111",3
"5","105",4
"4","113",4
"8","101",4
"6","161",4
"7","174",4
"9","147",5
"10","119",6
"11","117",7
"12","137",8
"13","123",9
"14","151",9
"15","129",10
"20","109",10
"16","175",10
"19","185",11
"22","167",12
"24","107",13
"25","131",13
"26","139",13
"27","127",14
"29","177",14
"30","103",15
"32","189",16
"34","183",17
"17","145",17
"18","181",17
"49","138",17
"28","141",17
"33","157",18
"50","61",18
"36","155",18
"52","67",18
"53","71",18
"55","47",19
"54","102",20
"37","187",20
"38","179",21
"39","169",22
"57","89",22
"60","83",23
"61","9",23
"40","115",23
"41","121",23
"42","133",23
"43","153",23
"44","163",23
"63","104",23
"58","136",23
"70","152",23
"62","77",23
"64","112",24
"73","1",24
"74","188",24
"69","69",24
"77","7",24
"71","95",24
"21","165",24
"23","191",24
"45","149",24
"35","135",24
"80","17",24
"82","81",24
"46","159",24
"79","91",24
"59","126",24
"84","35",24
"51","5",24
"65","146",24
"85","85",24
"88","75",25
"66","130",25
"68","59",25
"72","51",26
"75","186",27
"76","168",28
"31","125",28
"93","108",28
"47","197",28
"48","143",29
"86","162",29
"67","190",29
"114","31",29
"98","110",30
"108","19",30
"56","195",30
"111","21",30
"119","45",30
"120","49",30
"121","53",30
"118","41",31
"78","99",31
"89","106",31
"100","122",31
"105","164",31
"109","192",31
"112","25",31
"81","3",31
"107","178",31
"83","13",31
"92","43",31
"91","27",32
"123","63",32
"96","93",32
"103","15",32
"90","142",32
"95","73",32
"87","23",32
"106","172",32
"122","57",32
"115","33",33
"97","11",34
"113","29",34
"116","37",35
"138","148",35
"117","39",35
"190","79",35
"125","87",35
"104","158",36
"126","97",36
"136","140",36
"143","160",36
"147","176",36
"99","114",36
"144","166",36
"102","134",36
"137","144",36
"182","65",37
"101","132",37
"149","180",37
"132","120",38
"145","170",39
"130","118",40
"133","124",40
"141","156",40
"124","8",40
"134","128",40
"175","55",41
"129","116",42
"94","173",42
"150","182",42
"154","196",42
"110","199",42
"139","150",43
"166","4",44
"151","184",45
"128","100",46
"160","28",46
"164","36",46
"169","44",46
"174","54",46
"183","66",46
"135","14",47
"172","50",47
"176","56",47
"131","12",48
"159","26",48
"161","30",48
"167","40",48
"179","60",48
"195","88",48
"171","48",49
"177","58",50
"185","70",50
"189","78",50
"148","18",51
"163","34",51
"187","74",51
"191","80",51
"152","193",52
"165","38",52
"178","6",52
"184","68",52
"153","194",53
"198","94",53
"192","82",54
"197","92",54
"188","76",55
"140","154",56
"170","46",57
"155","2",58
"180","62",59
"173","52",60
"199","96",61
"127","10",62
"158","24",62
"200","98",63
"157","22",64
"162","32",64
"168","42",64
"193","84",64
"196","90",64
"156","20",65
"186","72",65
"194","86",66
"142","16",67
"181","64",67
"146","171",68
