"","Final.Ranking.Matrix.alternative","Final.Ranking.Matrix.ranking"
"1","110",1
"2","48",2
"3","189",3
"4","108",4
"5","109",5
"8","2",6
"11","105",6
"9","174",6
"10","104",7
"6","118",7
"7","128",8
"15","138",8
"16","126",9
"12","180",9
"13","134",10
"18","102",10
"14","88",10
"20","6",10
"19","122",10
"21","190",11
"22","192",11
"24","8",12
"25","107",13
"26","84",14
"28","93",15
"31","4",16
"17","116",16
"23","12",17
"36","175",17
"27","54",17
"29","140",18
"38","121",18
"30","146",18
"32","136",19
"33","112",20
"41","80",20
"42","101",20
"34","176",20
"35","152",21
"44","74",21
"45","111",22
"47","76",23
"39","103",23
"40","157",24
"43","96",25
"46","144",26
"48","172",27
"52","123",27
"49","181",27
"59","30",27
"37","52",27
"55","191",27
"54","98",27
"51","158",27
"50","188",27
"66","36",27
"67","113",28
"72","66",28
"53","51",28
"56","114",29
"75","68",29
"71","28",29
"79","141",29
"78","169",29
"57","168",29
"65","24",29
"82","56",29
"77","18",29
"62","7",29
"63","3",30
"60","164",30
"61","178",30
"58","186",30
"86","40",30
"68","73",30
"76","100",30
"85","16",30
"87","44",30
"64","162",30
"80","42",30
"93","92",30
"73","124",30
"91","64",30
"69","106",30
"70","130",30
"74","148",31
"94","161",31
"83","71",31
"99","14",31
"102","26",32
"98","90",32
"96","32",32
"100","149",32
"104","135",32
"89","1",32
"95","131",32
"105","72",32
"92","91",32
"103","86",32
"81","156",32
"109","38",32
"84","142",32
"110","46",32
"88","53",32
"106","10",32
"111","129",32
"90","47",32
"114","22",32
"115","183",32
"101","184",32
"117","60",32
"108","13",32
"119","20",32
"116","35",32
"113","198",32
"124","34",32
"112","196",32
"129","82",32
"97","150",32
"130","177",32
"122","27",32
"120","97",32
"131","62",32
"132","119",33
"118","132",33
"127","94",33
"123","31",34
"121","57",34
"136","127",34
"107","182",34
"126","5",34
"138","195",34
"137","165",35
"135","78",35
"125","39",35
"128","29",36
"134","67",36
"139","77",36
"140","151",37
"145","50",37
"142","95",37
"141","41",38
"143","125",39
"146","173",39
"148","58",40
"147","21",41
"133","23",41
"150","117",41
"153","45",42
"144","33",42
"154","83",42
"155","9",43
"151","15",44
"162","79",44
"163","89",45
"157","143",46
"149","11",46
"152","43",46
"158","147",47
"169","59",47
"164","137",48
"168","49",49
"165","139",50
"167","19",51
"171","145",51
"156","120",51
"160","166",51
"174","70",51
"166","167",51
"175","81",51
"170","133",52
"176","99",53
"173","55",54
"161","170",54
"159","160",55
"183","17",55
"185","185",55
"187","194",55
"179","154",56
"172","179",56
"186","187",56
"190","25",57
"196","75",57
"195","69",58
"191","37",59
"181","159",60
"182","163",60
"178","153",61
"180","155",62
"192","61",63
"189","200",64
"184","171",65
"177","115",66
"193","63",67
"197","85",68
"198","87",69
"194","65",70
"188","197",71
"199","193",72
"200","199",72
