node,hopcount,latency,power,deploymentPenalty,cost
0,4,353,655.0,1,40
1,4,350,764.5,40,40
2,3,334,805.5,1,40
3,4,626,714.5,40,40
4,4,593,781.5,1,40
5,4,613,805.5,40,40
6,4,400,664.0,1,40
7,3,582,681.0,40,40
8,5,639,690.0,1,40
9,4,724,783.0,40,40
10,4,384,789.5,1,40
11,5,426,590.5,40,40
12,5,695,772.5,1,40
13,5,777,691.0,40,40
14,5,473,745.0,1,40
15,3,324,824.0,40,40
16,5,709,709.5,1,40
17,5,552,584.5,40,40
18,4,762,669.0,1,40
19,4,754,815.0,40,40
20,5,461,693.0,1,40
21,5,574,782.0,40,40
22,4,690,818.5,1,40
23,4,632,838.0,40,40
24,4,468,716.5,1,40
25,5,791,609.0,40,40
26,5,725,769.0,1,40
27,4,358,579.5,40,40
28,5,743,806.0,1,40
29,5,652,725.0,40,40
30,5,749,651.0,1,40
31,4,344,816.5,40,40
32,5,455,780.5,1,40
33,4,466,559.0,40,40
34,5,713,632.5,1,40
35,5,431,570.0,40,40
36,4,468,757.5,1,40
37,4,406,741.5,40,40
38,5,520,784.0,1,40
39,4,480,660.5,40,40
40,5,546,703.5,1,40
41,5,502,780.5,40,40
42,4,730,753.0,1,40
43,4,363,611.5,40,40
44,5,477,647.5,1,40
45,5,578,746.0,40,40
46,5,442,527.5,1,40
47,4,470,721.5,40,40
48,5,499,655.0,1,40
49,4,555,724.5,40,40
50,5,506,580.0,1,40
51,4,458,765.5,40,40
52,5,431,677.5,1,40
53,4,722,596.0,40,40
54,4,771,758.0,1,40
55,4,692,623.0,40,40
56,4,357,780.0,1,40
57,5,818,733.5,40,40
58,4,541,568.0,1,40
59,4,434,614.0,40,40
60,5,698,573.0,1,40
61,5,692,791.0,40,40
62,4,354,737.5,1,40
63,4,514,798.5,40,40
64,2,324,733.0,1,40
65,5,410,645.0,40,40
66,4,668,529.0,1,40
67,5,858,746.0,40,40
68,4,363,589.0,1,40
69,4,558,694.5,40,40
70,5,757,541.5,1,40
71,4,394,651.0,40,40
72,4,376,805.0,1,40
73,4,732,635.0,40,40
74,4,559,626.0,1,40
75,5,524,718.5,40,40
76,5,848,545.0,1,40
77,4,502,533.0,40,40
78,4,535,681.0,1,40
79,5,691,650.0,40,40
80,5,697,659.5,1,40
81,4,754,749.5,40,40
82,5,566,566.0,1,40
83,4,396,813.0,40,40
84,4,704,646.0,1,40
85,4,440,822.0,40,40
86,4,426,796.5,1,40
87,4,603,682.5,40,40
88,4,795,711.0,1,40
89,4,682,807.5,40,40
90,2,228,614.0,1,40
91,5,494,753.5,40,40
92,4,378,786.5,1,40
93,3,498,542.0,40,40
94,5,712,579.0,1,40
95,4,466,803.5,40,40
96,5,652,778.5,1,40
97,4,646,800.0,40,40
98,4,752,780.0,1,40
99,4,593,714.0,40,40
100,4,674,527.5,1,1
101,4,432,557.0,40,1
102,4,732,659.5,1,1
103,5,778,567.0,40,1
104,3,352,541.0,1,1
105,3,531,750.0,40,1
106,4,514,657.0,1,1
107,4,750,668.0,40,1
108,4,704,715.5,1,1
109,4,428,652.0,40,1
110,5,715,715.0,1,1
111,4,665,572.5,40,1
112,4,633,577.0,1,1
113,6,959,797.5,40,1
114,5,675,763.5,1,1
115,5,683,759.0,40,1
116,5,798,552.0,1,1
117,5,599,819.0,40,1
118,5,744,565.5,1,1
119,5,994,741.5,40,1
120,5,581,661.5,1,1
121,5,789,651.5,40,1
122,5,869,540.5,1,1
123,6,584,815.5,40,1
124,5,969,551.5,1,1
125,4,505,542.0,40,1
126,5,766,796.0,1,1
127,5,614,808.5,40,1
128,5,700,541.0,1,1
129,5,749,563.0,40,1
130,6,900,820.5,1,1
131,5,828,821.5,40,1
132,5,907,824.5,1,1
133,5,571,809.5,40,1
