node,hopcount,latency,power,deploymentPenalty,cost
0,4,184,655.0,40,40
1,4,271,764.5,1,40
2,4,233,805.5,40,40
3,3,198,714.5,1,40
4,3,242,781.5,40,40
5,4,260,805.5,1,40
6,4,213,664.0,40,40
7,4,236,681.0,1,40
8,4,288,690.0,40,40
9,5,378,783.0,1,40
10,5,364,789.5,40,40
11,5,347,590.5,1,40
12,5,342,772.5,40,40
13,5,424,691.0,1,40
14,5,304,745.0,40,40
15,4,304,824.0,1,40
16,4,358,709.5,40,40
17,5,365,584.5,1,40
18,5,416,669.0,40,40
19,5,408,815.0,1,40
20,5,292,693.0,40,40
21,5,387,782.0,1,40
22,5,344,818.5,40,40
23,5,286,838.0,1,40
24,5,448,716.5,40,40
25,5,438,609.0,1,40
26,5,372,769.0,40,40
27,5,338,579.5,1,40
28,5,390,806.0,40,40
29,4,224,725.0,1,40
30,5,396,651.0,40,40
31,5,324,816.5,1,40
32,5,286,780.5,40,40
33,5,446,559.0,1,40
34,5,360,632.5,40,40
35,5,262,570.0,1,40
36,5,448,757.5,40,40
37,5,386,741.5,1,40
38,5,333,784.0,40,40
39,5,379,660.5,1,40
40,5,359,703.5,40,40
41,5,423,780.5,1,40
42,5,384,753.0,40,40
43,5,343,611.5,1,40
44,4,306,647.5,40,40
45,5,391,746.0,1,40
46,5,255,527.5,40,40
47,5,369,721.5,1,40
48,4,328,655.0,40,40
49,4,365,724.5,1,40
50,4,262,580.0,40,40
51,5,363,765.5,1,40
52,4,414,677.5,40,40
53,5,376,596.0,1,40
54,5,425,758.0,40,40
55,5,346,623.0,1,40
56,5,337,780.0,40,40
57,5,471,733.5,1,40
58,5,441,568.0,40,40
59,5,414,614.0,1,40
60,4,278,573.0,40,40
61,4,341,791.0,1,40
62,3,265,737.5,40,40
63,5,413,798.5,1,40
64,4,421,733.0,40,40
65,5,365,645.0,1,40
66,5,328,529.0,40,40
67,4,402,746.0,1,40
68,5,343,589.0,40,40
69,5,503,694.5,1,40
70,4,350,541.5,40,40
71,4,292,651.0,1,40
72,5,275,805.0,40,40
73,5,369,635.0,1,40
74,4,292,626.0,40,40
75,4,294,718.5,1,40
76,4,276,545.0,40,40
77,5,871,533.0,1,40
78,5,296,681.0,40,40
79,5,258,650.0,1,40
80,3,176,659.5,40,40
81,5,414,749.5,1,40
82,4,358,566.0,40,40
83,5,295,813.0,1,40
84,5,364,646.0,40,40
85,5,263,822.0,1,40
86,4,467,796.5,40,40
87,4,286,682.5,1,40
88,4,278,711.0,40,40
89,3,202,807.5,1,40
90,5,376,614.0,40,40
91,5,358,753.5,1,40
92,5,277,786.5,40,40
93,4,415,542.0,1,40
94,2,92,579.0,40,40
95,3,186,803.5,1,40
96,4,224,778.5,40,40
97,3,327,800.0,1,40
98,4,316,780.0,40,40
99,4,276,714.0,1,40
100,3,144,527.5,40,1
101,4,300,557.0,1,1
102,3,174,659.5,40,1
103,4,300,567.0,1,1
104,4,252,541.0,40,1
105,3,214,750.0,1,1
106,3,260,657.0,40,1
107,5,307,668.0,1,1
108,3,226,715.5,40,1
109,4,338,652.0,1,1
110,3,194,715.0,40,1
111,4,232,572.5,1,1
112,2,112,577.0,40,1
113,5,387,797.5,1,1
114,5,543,763.5,40,1
115,5,593,759.0,1,1
116,3,277,552.0,40,1
117,5,509,819.0,1,1
118,3,223,565.5,40,1
119,6,654,741.5,1,1
120,5,491,661.5,40,1
121,4,231,651.5,1,1
122,4,391,540.5,40,1
123,3,221,815.5,1,1
124,4,411,551.5,40,1
125,5,405,542.0,1,1
126,4,286,796.0,40,1
127,5,524,808.5,1,1
128,4,446,541.0,40,1
129,5,316,563.0,1,1
130,5,422,820.5,40,1
131,3,307,821.5,1,1
132,4,588,824.5,40,1
133,4,317,809.5,1,1
134,4,469,609.5,40,1
135,5,369,540.0,1,1
136,5,523,553.5,40,1
137,4,260,573.5,1,1
138,4,263,663.5,40,1
139,6,472,653.0,1,1
140,4,427,590.5,40,1
141,4,425,768.0,1,1
142,5,406,770.5,40,1
143,6,523,657.5,1,1
144,5,549,574.0,40,1
145,6,364,586.0,1,1
146,3,325,531.5,40,1
147,4,339,691.0,1,1
148,5,445,740.5,40,1
149,6,516,624.0,1,1
150,6,535,540.5,40,1
151,3,142,645.5,1,1
152,5,397,766.0,40,1
153,5,442,7500.0,1,1
154,6,991,613.0,40,1
155,5,437,620.0,1,1
156,5,349,690.0,40,1
157,6,478,771.0,1,1
158,6,579,716.0,40,1
159,4,400,704.0,1,1
160,4,266,673.0,40,1
161,5,295,630.0,1,1
162,5,397,749.5,40,1
163,5,408,679.5,1,1
164,4,378,558.0,40,1
165,4,419,726.0,1,1
166,4,244,838.5,40,1
167,6,398,604.5,1,1
168,4,403,668.0,40,1
169,3,428,801.5,1,1
170,5,920,684.0,40,1
171,5,384,768.0,1,1
172,5,745,594.0,40,1
173,4,239,545.0,1,1
174,4,349,581.5,40,1
175,4,404,717.0,1,1
176,5,390,623.5,40,1
177,6,383,722.5,1,1
178,5,578,818.0,40,1
179,5,295,739.0,1,1
180,6,520,574.0,40,1
181,5,612,771.5,1,1
182,5,447,809.0,40,1
183,6,615,802.0,1,1
184,5,650,622.0,40,1
185,3,343,596.0,1,1
186,4,306,738.0,40,1
187,1,0,606.0,1,1
188,5,482,807.0,40,1
189,4,398,551.5,1,1
190,5,569,561.0,40,1
191,2,156,663.0,1,1
192,4,772,664.5,40,1
193,7,667,586.5,1,1
194,6,649,810.5,40,1
195,5,560,618.0,1,1
196,4,535,666.0,40,1
197,5,463,595.5,1,1
198,5,745,748.5,40,1
199,6,703,734.0,1,1
