node,hopcount,latency,power,deploymentPenalty,cost
0,4,257,655.0,40,40
1,3,349,764.5,1,40
2,4,273,805.5,40,40
3,4,305,714.5,1,40
4,3,191,781.5,40,40
5,3,243,805.5,1,40
6,4,312,664.0,40,40
7,3,235,681.0,1,40
8,4,237,690.0,40,40
9,4,377,783.0,1,40
10,4,272,789.5,40,40
11,4,425,590.5,1,40
12,4,325,772.5,40,40
13,4,407,691.0,1,40
14,5,377,745.0,40,40
15,3,212,824.0,1,40
16,4,307,709.5,40,40
17,5,464,584.5,1,40
18,4,415,669.0,40,40
19,4,407,815.0,1,40
20,5,365,693.0,40,40
21,5,486,782.0,1,40
22,4,343,818.5,40,40
23,4,285,838.0,1,40
24,4,356,716.5,40,40
25,4,421,609.0,1,40
26,4,355,769.0,40,40
27,4,246,579.5,1,40
28,4,373,806.0,40,40
29,5,331,725.0,1,40
30,4,379,651.0,40,40
31,4,232,816.5,1,40
32,5,359,780.5,40,40
33,4,354,559.0,1,40
34,4,343,632.5,40,40
35,5,335,570.0,1,40
36,4,356,757.5,40,40
37,4,294,741.5,1,40
38,5,432,784.0,40,40
39,5,419,660.5,1,40
40,5,458,703.5,40,40
41,4,501,780.5,1,40
42,4,383,753.0,40,40
43,4,349,611.5,1,40
44,5,413,647.5,40,40
45,5,490,746.0,1,40
46,4,483,527.5,40,40
47,5,409,721.5,1,40
48,5,435,655.0,40,40
49,4,443,724.5,1,40
50,4,505,580.0,40,40
51,4,441,765.5,1,40
52,4,430,677.5,40,40
53,4,375,596.0,1,40
54,4,424,758.0,40,40
55,4,381,623.0,1,40
56,4,245,780.0,40,40
57,5,570,733.5,1,40
58,4,441,568.0,40,40
59,4,322,614.0,1,40
60,4,227,573.0,40,40
61,3,375,791.0,1,40
62,4,391,737.5,40,40
63,4,266,798.5,1,40
64,4,493,733.0,40,40
65,5,536,645.0,1,40
66,4,321,529.0,40,40
67,4,351,746.0,1,40
68,4,251,589.0,40,40
69,4,446,694.5,1,40
70,4,299,541.5,40,40
71,3,355,651.0,1,40
72,5,315,805.0,40,40
73,4,385,635.0,1,40
74,4,257,626.0,40,40
75,3,124,718.5,1,40
76,5,501,545.0,40,40
77,4,390,533.0,1,40
78,4,435,681.0,40,40
79,4,370,650.0,1,40
80,4,302,659.5,40,40
81,4,407,749.5,1,40
82,4,307,566.0,40,40
83,5,427,813.0,1,40
84,4,357,646.0,40,40
85,4,328,822.0,1,40
86,4,416,796.5,40,40
87,5,481,682.5,1,40
88,4,438,711.0,40,40
89,4,387,807.5,1,40
90,4,376,614.0,40,40
91,4,373,753.5,1,40
92,4,347,786.5,40,40
93,4,510,542.0,1,40
94,3,319,579.0,40,40
95,3,271,803.5,1,40
96,4,527,778.5,40,40
97,2,171,800.0,1,40
98,4,405,780.0,40,40
99,4,327,714.0,1,40
100,4,327,527.5,40,1
101,4,411,557.0,1,1
102,2,237,659.5,40,1
103,4,438,567.0,1,1
104,3,252,541.0,40,1
105,4,409,750.0,1,1
106,2,90,657.0,40,1
107,4,403,668.0,1,1
108,4,379,715.5,40,1
109,3,208,652.0,1,1
110,4,319,715.0,40,1
111,4,407,572.5,1,1
112,3,238,577.0,40,1
113,6,494,797.5,1,1
114,5,654,763.5,40,1
115,4,463,759.0,1,1
116,4,403,552.0,40,1
117,4,379,819.0,1,1
118,4,349,565.5,40,1
119,5,647,741.5,1,1
120,4,361,661.5,40,1
121,3,294,651.5,1,1
122,5,544,540.5,40,1
123,4,448,815.5,1,1
124,3,474,551.5,40,1
125,4,405,542.0,1,1
126,5,471,796.0,40,1
127,4,394,808.5,1,1
128,3,276,541.0,40,1
129,5,491,563.0,1,1
130,5,393,820.5,40,1
131,4,433,821.5,1,1
132,3,432,824.5,40,1
133,3,147,809.5,1,1
134,5,622,609.5,40,1
135,5,480,540.0,1,1
136,5,472,553.5,40,1
137,5,385,573.5,1,1
138,5,389,663.5,40,1
139,5,568,653.0,1,1
140,5,580,590.5,40,1
141,5,550,768.0,1,1
142,4,469,770.5,40,1
143,6,563,657.5,1,1
144,5,687,574.0,40,1
145,5,363,586.0,1,1
146,4,451,531.5,40,1
147,5,522,691.0,1,1
148,6,500,740.5,40,1
149,5,628,624.0,1,1
150,5,550,540.5,40,1
151,4,268,645.5,1,1
152,5,572,766.0,40,1
153,5,407,7500.0,1,1
154,5,510,613.0,40,1
155,5,740,620.0,1,1
156,6,404,690.0,40,1
