"","Final.Ranking.Matrix.alternative","Final.Ranking.Matrix.ranking"
"1","157",1
"2","167",2
"3","149",3
"4","105",4
"5","113",5
"6","1",6
"7","106",7
"8","169",8
"9","75",9
"11","3",10
"12","7",11
"13","108",12
"10","104",12
"14","88",13
"15","177",14
"17","111",15
"20","47",16
"21","53",17
"22","77",18
"24","91",18
"16","93",18
"18","73",19
"25","95",19
"19","119",19
"23","189",19
"27","112",19
"31","21",20
"29","13",20
"34","35",20
"37","152",21
"26","101",21
"30","187",21
"28","117",21
"33","2",21
"40","33",21
"38","4",21
"42","45",21
"41","110",22
"43","15",23
"32","107",23
"45","27",23
"46","51",23
"36","181",23
"51","31",23
"52","49",23
"49","6",23
"35","139",23
"53","100",23
"50","102",23
"39","161",23
"56","81",23
"47","147",23
"55","160",23
"44","155",23
"59","57",23
"54","30",23
"65","29",23
"67","12",24
"68","130",24
"69","162",25
"48","183",25
"57","109",26
"66","84",26
"73","164",26
"74","174",26
"60","121",26
"71","36",26
"72","126",27
"75","188",27
"76","39",27
"63","153",27
"64","163",27
"77","41",27
"78","5",27
"70","65",27
"62","145",27
"79","83",28
"80","97",28
"83","54",28
"84","146",29
"58","191",29
"61","151",30
"87","138",30
"81","103",30
"89","140",30
"88","52",30
"86","136",31
"90","168",31
"92","178",31
"95","9",31
"85","67",31
"94","114",31
"97","74",31
"96","48",32
"93","71",32
"100","40",32
"91","171",32
"82","175",32
"102","86",32
"99","89",32
"103","63",32
"105","79",33
"106","80",34
"98","127",34
"104","192",34
"108","56",34
"107","124",35
"101","137",35
"109","78",36
"111","92",36
"110","8",37
"112","42",38
"115","154",38
"116","158",39
"121","76",39
"113","129",39
"123","144",39
"127","85",40
"122","14",41
"114","64",41
"124","180",41
"118","143",41
"131","17",41
"128","94",41
"119","179",41
"126","195",42
"133","11",42
"132","172",42
"117","96",42
"136","23",42
"134","69",42
"135","132",43
"120","62",43
"130","123",44
"139","186",44
"137","26",44
"138","134",45
"140","18",46
"125","185",46
"129","115",47
"144","43",47
"142","61",47
"143","118",47
"145","128",48
"147","19",49
"148","25",50
"152","59",50
"141","190",50
"150","46",50
"149","37",51
"158","99",51
"156","72",52
"151","55",52
"165","16",52
"155","22",52
"157","87",52
"170","28",52
"172","44",52
"173","66",53
"169","24",54
"174","98",55
"163","141",56
"146","173",56
"164","159",56
"160","122",57
"161","131",58
"154","184",58
"162","133",58
"179","165",58
"171","38",58
"168","176",59
"181","32",59
"175","125",60
"153","156",60
"159","116",61
"182","90",61
"176","135",62
"166","166",62
"180","197",62
"185","58",63
"178","150",63
"186","60",63
"187","68",63
"183","10",64
"177","142",64
"167","170",64
"190","198",65
"184","182",65
"192","34",65
"193","82",65
"191","20",66
"189","194",67
"188","148",68
"194","193",69
"195","196",70
"198","199",70
"196","50",70
"197","120",71
"200","70",72
"199","200",73
