"","Final.Ranking.Matrix.alternative","Final.Ranking.Matrix.ranking"
"1","107",1
"2","185",2
"3","113",3
"4","105",4
"5","192",5
"6","129",6
"7","110",7
"8","134",7
"9","190",8
"13","176",9
"10","76",9
"12","103",10
"11","119",10
"15","7",10
"14","139",10
"16","189",11
"17","121",12
"18","43",13
"19","169",14
"21","81",14
"22","152",15
"23","1",16
"20","117",16
"24","157",17
"26","3",18
"28","191",19
"30","111",19
"29","177",19
"33","71",19
"25","101",19
"34","53",19
"32","109",19
"27","147",19
"31","127",20
"37","108",20
"35","186",20
"36","93",20
"40","73",21
"38","183",21
"41","188",21
"42","91",21
"39","112",21
"45","89",21
"46","77",22
"48","51",23
"43","2",23
"50","95",23
"51","69",24
"52","126",25
"53","85",25
"44","149",25
"57","21",25
"47","161",25
"59","196",25
"58","44",25
"64","122",25
"66","63",26
"68","39",27
"70","41",27
"49","151",27
"63","33",27
"75","45",27
"71","5",27
"72","57",27
"73","99",27
"67","118",27
"69","61",27
"65","15",27
"77","128",27
"76","104",28
"81","97",28
"60","165",28
"85","162",28
"80","59",28
"54","153",28
"55","163",28
"56","181",29
"79","54",29
"83","130",29
"61","195",29
"82","100",29
"88","180",29
"90","164",30
"86","174",30
"78","4",30
"89","11",30
"92","178",30
"74","12",30
"62","197",30
"93","49",30
"91","168",31
"94","88",32
"95","9",32
"84","125",32
"99","67",32
"96","94",32
"97","30",33
"103","132",33
"98","52",33
"101","175",34
"100","173",35
"104","47",35
"87","123",35
"109","138",35
"105","86",35
"102","84",35
"111","116",35
"113","87",36
"108","143",36
"116","83",36
"106","90",36
"112","158",36
"107","36",36
"110","92",36
"115","187",37
"118","48",38
"119","74",38
"120","28",39
"126","140",39
"122","131",39
"114","98",39
"117","16",40
"132","79",40
"135","25",41
"127","40",41
"128","8",41
"136","37",41
"121","42",41
"125","133",41
"123","141",41
"137","114",41
"142","17",41
"124","32",41
"139","80",41
"130","159",41
"144","18",41
"146","166",41
"145","23",41
"129","137",41
"141","146",41
"147","75",41
"140","102",41
"148","124",41
"134","155",41
"133","135",42
"151","144",42
"138","167",42
"149","38",42
"154","46",43
"155","64",44
"143","179",44
"153","22",44
"131","145",44
"152","170",45
"157","19",46
"150","136",46
"158","24",46
"165","60",46
"167","72",47
"159","55",47
"166","66",47
"164","34",48
"156","156",48
"162","182",49
"160","106",50
"175","62",50
"173","199",51
"178","96",52
"174","58",53
"176","78",54
"171","150",55
"161","13",55
"170","148",55
"169","142",56
"172","172",56
"163","184",56
"177","82",57
"168","10",58
"181","115",58
"184","35",59
"180","68",59
"179","6",60
"183","27",60
"188","198",60
"182","20",60
"187","194",60
"190","31",61
"185","50",61
"191","193",61
"186","70",61
"189","29",62
"194","56",63
"193","160",64
"197","171",64
"192","120",64
"195","14",64
"199","26",65
"200","65",66
"196","154",67
"198","200",68
